Model run by xnw17 using Apollo 0.3.6 on R 4.5.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : piecewise_rangeloss_car_suv_lc_5c_refurb_treat_1
Model description                           : LC model with 5 classes, piecewise linear range and range loss, refurbishment x treatment interactions
Model run at                                : 2026-05-05 11:39:06.331425
Estimation method                           : bgw
Estimation diagnosis                        : Relative function convergence (favorable)
Optimisation diagnosis                      : Maximum found
     hessian properties                     : Negative definite
     maximum eigenvalue                     : -0.122228
     reciprocal of condition number         : 2.78615e-06
Number of individuals                       : 1373
Number of rows in database                  : 8238
Number of modelled outcomes                 : 8238

Number of cores used                        :  2 
Model without mixing

LL(start)                                   : -7808.25
LL (whole model) at equal shares, LL(0)     : -11420.29
LL (whole model) at observed shares, LL(C)  : -11409.83
LL(final, whole model)                      : -7801.7
Rho-squared vs equal shares                  :  0.3169 
Adj.Rho-squared vs equal shares              :  0.3073 
Rho-squared vs observed shares               :  0.3162 
Adj.Rho-squared vs observed shares           :  0.308 
AIC                                         :  15821.39 
BIC                                         :  16586.19 

LL(0,Class_1)                    : -11420.29
LL(final,Class_1)                : -30065.3
LL(0,Class_2)                    : -11420.29
LL(final,Class_2)                : -10533.25
LL(0,Class_3)                    : -11420.29
LL(final,Class_3)                : -15613.1
LL(0,Class_4)                    : -11420.29
LL(final,Class_4)                : -17402.14
LL(0,Class_5)                    : -11420.29
LL(final,Class_5)                : -13479.67

Estimated parameters                        : 109
Time taken (hh:mm:ss)                       :  00:06:52.73 
     pre-estimation                         :  00:00:8.86 
     estimation                             :  00:00:15.86 
     post-estimation                        :  00:06:28.01 
Iterations                                  :  28  

Unconstrained optimisation.

Estimates:
                                 Estimate        s.e.   t.rat.(0)
gamma_ev_charge_b                                 -0.014019
gamma_knowledge_ev_b                              -0.013275
gamma_evb_environment_agree_b                     -0.020028
gamma_evb_function_disagree_b                     -0.022352
gamma_hhveh_fuel_b                                -0.050170
gamma_veh_range_b                                 -0.015433
gamma_suv_b                                       -0.011988
delta_c                                            0.175291
gamma_EV_rangeanxiety_c                           -0.025219
gamma_risktaker_c                                 -0.019127
gamma_hhincome_c                                  -0.002050
gamma_ev_charge_c                                 -0.014523
gamma_knowledge_ev_c                              -0.009414
gamma_evb_environment_agree_c                     -0.021794
gamma_evb_function_disagree_c                     -0.024283
gamma_hhveh_fuel_c                                -0.053027
gamma_veh_range_c                                 -0.015431
gamma_suv_c                                       -0.009120
delta_d                                            0.459764
gamma_EV_rangeanxiety_d                           -0.073407
gamma_risktaker_d                                 -0.030155
gamma_hhincome_d                                  -0.005202
gamma_ev_charge_d                                 -0.027556
gamma_knowledge_ev_d                              -0.029390
gamma_evb_environment_agree_d                     -0.044571
gamma_evb_function_disagree_d                     -0.040388
gamma_hhveh_fuel_d                                -0.171716
gamma_veh_range_d                                 -0.035581
gamma_suv_d                                       -0.020976
                                    gamma_EV_rangeanxiety_d
b_no_choice_a                                     -0.001295
b_mileage_a                                     -1.5937e-04
b_range_pw1_a                                     6.949e-05
b_range_pw2_a                                     -0.002100
b_range_pw3_a                                    6.0165e-04
b_loss_pw1_a                                     -4.515e-05
b_loss_pw2_a                                     -8.427e-05
b_loss_pw3_a                                      3.720e-05
b_packreplace_treat_a                           -4.3697e-04
b_cellreplace_treat_a                              0.001931
b_packreplace_a                                  2.9485e-04
b_cellreplace_a                                 -3.0834e-04
b_price_a                                        -9.552e-06
b_no_choice_b                                    3.1969e-04
b_mileage_b                                      1.4196e-04
b_range_pw1_b                                     -0.002708
b_range_pw2_b                                     -0.001828
b_range_pw3_b                                   -5.6132e-04
b_loss_pw1_b                                     1.1461e-04
b_loss_pw2_b                                      5.399e-05
b_loss_pw3_b                                      4.473e-05
b_packreplace_treat_b                           -1.0409e-04
b_cellreplace_treat_b                           -1.4591e-04
b_packreplace_b                                  -2.830e-05
b_cellreplace_b                                  5.4894e-04
b_price_b                                        9.1625e-04
b_no_choice_c                                     -0.007499
b_mileage_c                                      4.3162e-04
b_range_pw1_c                                     -0.012270
b_range_pw2_c                                     -0.005081
b_range_pw3_c                                     -0.003427
b_loss_pw1_c                                     -2.336e-05
b_loss_pw2_c                                      1.902e-05
b_loss_pw3_c                                    -1.3176e-04
b_packreplace_treat_c                              0.001651
b_cellreplace_treat_c                              0.001850
b_packreplace_c                                 -8.9271e-04
b_cellreplace_c                                   -0.001359
b_price_c                                          0.001691
b_no_choice_d                                     -0.003460
b_mileage_d                                      -9.452e-05
b_range_pw1_d                                      0.005193
b_range_pw2_d                                      0.005193
b_range_pw3_d                                      0.009626
b_loss_pw1_d                                    -1.5964e-04
b_loss_pw2_d                                    -1.6593e-04
b_loss_pw3_d                                    -2.0619e-04
b_packreplace_treat_d                             -0.006055
b_cellreplace_treat_d                             -0.001340
b_packreplace_d                                    0.001746
b_cellreplace_d                                   -0.002511
b_price_d                                         -0.005089
b_no_choice_e                                     -0.006680
b_mileage_e                                     -1.7457e-04
b_range_pw1_e                                     -0.003198
b_range_pw2_e                                   -3.9732e-04
b_range_pw3_e                                    1.7900e-04
b_loss_pw1_e                                     -5.329e-05
b_loss_pw2_e                                     4.3192e-04
b_loss_pw3_e                                     1.4439e-04
b_packreplace_treat_e                              0.002390
b_cellreplace_treat_e                              0.001553
b_packreplace_e                                 -4.3863e-04
b_cellreplace_e                                  -7.136e-05
b_price_e                                       -7.8226e-04
delta_a                                           -0.026675
gamma_EV_rangeanxiety_a                            0.041417
gamma_risktaker_a                                  0.001764
gamma_hhincome_a                                  7.712e-05
gamma_ev_charge_a                                  0.001013
gamma_knowledge_ev_a                             2.5041e-04
gamma_evb_environment_agree_a                      0.002096
gamma_evb_function_disagree_a                      0.002050
gamma_hhveh_fuel_a                                -0.006100
gamma_veh_range_a                                2.9810e-04
gamma_suv_a                                       -0.001787
delta_b                                           -0.026314
gamma_EV_rangeanxiety_b                            0.042204
gamma_risktaker_b                                  0.003802
gamma_hhincome_b                                  8.216e-05
gamma_ev_charge_b                                  0.001163
gamma_knowledge_ev_b                             4.6677e-04
gamma_evb_environment_agree_b                      0.001595
gamma_evb_function_disagree_b                      0.001670
gamma_hhveh_fuel_b                                -0.007598
gamma_veh_range_b                                1.4870e-04
gamma_suv_b                                       -0.001258
delta_c                                           -0.019074
gamma_EV_rangeanxiety_c                            0.038620
gamma_risktaker_c                                  0.003689
gamma_hhincome_c                                 1.1302e-04
gamma_ev_charge_c                                6.0548e-04
gamma_knowledge_ev_c                             7.0217e-04
gamma_evb_environment_agree_c                      0.001173
gamma_evb_function_disagree_c                      0.001092
gamma_hhveh_fuel_c                                -0.007562
gamma_veh_range_c                               -4.6731e-04
gamma_suv_c                                       -0.002124
delta_d                                           -0.073407
gamma_EV_rangeanxiety_d                            0.110920
gamma_risktaker_d                                  0.005483
gamma_hhincome_d                                 1.3586e-04
gamma_ev_charge_d                                  0.003138
gamma_knowledge_ev_d                               0.001251
gamma_evb_environment_agree_d                     -0.001100
gamma_evb_function_disagree_d                      0.006926
gamma_hhveh_fuel_d                                -0.017933
gamma_veh_range_d                               -5.5975e-04
gamma_suv_d                                       -0.001180
                                          gamma_risktaker_d
b_no_choice_a                                      0.001402
b_mileage_a                                     -1.3287e-04
b_range_pw1_a                                    3.1478e-04
b_range_pw2_a                                      0.002807
b_range_pw3_a                                   -6.3397e-04
b_loss_pw1_a                                      3.126e-05
b_loss_pw2_a                                      8.519e-05
b_loss_pw3_a                                    -1.7903e-04
b_packreplace_treat_a                            9.9326e-04
b_cellreplace_treat_a                             -0.005341
b_packreplace_a                                 -1.2283e-04
b_cellreplace_a                                    0.001102
b_price_a                                        -1.361e-06
b_no_choice_b                                      0.002874
b_mileage_b                                      1.6963e-04
b_range_pw1_b                                   -9.3798e-04
b_range_pw2_b                                     -0.001106
b_range_pw3_b                                   -6.3061e-04
b_loss_pw1_b                                      7.880e-06
b_loss_pw2_b                                     -1.013e-05
b_loss_pw3_b                                     -2.421e-05
b_packreplace_treat_b                            3.9564e-04
b_cellreplace_treat_b                              0.001226
b_packreplace_b                                  -6.404e-05
b_cellreplace_b                                 -3.7703e-04
b_price_b                                          0.001783
b_no_choice_c                                     -0.004107
b_mileage_c                                       4.973e-05
b_range_pw1_c                                     -0.005442
b_range_pw2_c                                     -0.001664
b_range_pw3_c                                     -0.002035
b_loss_pw1_c                                     -6.463e-05
b_loss_pw2_c                                     1.0258e-04
b_loss_pw3_c                                     -8.944e-06
b_packreplace_treat_c                              0.001323
b_cellreplace_treat_c                              0.001650
b_packreplace_c                                 -8.6475e-04
b_cellreplace_c                                   -0.001295
b_price_c                                        5.0747e-04
b_no_choice_d                                      0.010416
b_mileage_d                                        0.001815
b_range_pw1_d                                      0.006620
b_range_pw2_d                                     -0.005985
b_range_pw3_d                                      0.010600
b_loss_pw1_d                                    -3.9830e-04
b_loss_pw2_d                                      7.042e-05
b_loss_pw3_d                                     4.0709e-04
b_packreplace_treat_d                              0.004890
b_cellreplace_treat_d                              0.008169
b_packreplace_d                                   -0.003886
b_cellreplace_d                                   -0.001520
b_price_d                                         -0.004461
b_no_choice_e                                     -0.010293
b_mileage_e                                     -5.8376e-04
b_range_pw1_e                                     -0.006506
b_range_pw2_e                                      0.001564
b_range_pw3_e                                     -0.001148
b_loss_pw1_e                                     3.9389e-04
b_loss_pw2_e                                      6.119e-05
b_loss_pw3_e                                     -6.596e-05
b_packreplace_treat_e                             -0.002845
b_cellreplace_treat_e                             -0.004476
b_packreplace_e                                    0.002448
b_cellreplace_e                                    0.001141
b_price_e                                         5.751e-05
delta_a                                           -0.018680
gamma_EV_rangeanxiety_a                            0.002872
gamma_risktaker_a                                  0.035230
gamma_hhincome_a                                  4.706e-05
gamma_ev_charge_a                                8.9580e-04
gamma_knowledge_ev_a                              -0.006647
gamma_evb_environment_agree_a                     -0.001059
gamma_evb_function_disagree_a                      0.001085
gamma_hhveh_fuel_a                                 0.005682
gamma_veh_range_a                               -3.1592e-04
gamma_suv_a                                        0.003848
delta_b                                           -0.018187
gamma_EV_rangeanxiety_b                            0.003064
gamma_risktaker_b                                  0.037075
gamma_hhincome_b                                  4.202e-05
gamma_ev_charge_b                                  0.001247
gamma_knowledge_ev_b                              -0.007836
gamma_evb_environment_agree_b                     -0.001122
gamma_evb_function_disagree_b                    1.5507e-04
gamma_hhveh_fuel_b                                 0.005819
gamma_veh_range_b                               -4.7157e-04
gamma_suv_b                                        0.003795
delta_c                                           -0.020039
gamma_EV_rangeanxiety_c                            0.003229
gamma_risktaker_c                                  0.036458
gamma_hhincome_c                                  1.448e-05
gamma_ev_charge_c                                8.8972e-04
gamma_knowledge_ev_c                              -0.007957
gamma_evb_environment_agree_c                   -5.8652e-04
gamma_evb_function_disagree_c                    6.9105e-04
gamma_hhveh_fuel_c                                 0.007140
gamma_veh_range_c                                1.9436e-04
gamma_suv_c                                        0.003834
delta_d                                           -0.030155
gamma_EV_rangeanxiety_d                            0.005483
gamma_risktaker_d                                  0.094630
gamma_hhincome_d                                -3.4451e-04
gamma_ev_charge_d                                4.8332e-04
gamma_knowledge_ev_d                              -0.010906
gamma_evb_environment_agree_d                     -0.003455
gamma_evb_function_disagree_d                      0.002025
gamma_hhveh_fuel_d                                 0.011096
gamma_veh_range_d                                 -0.001617
gamma_suv_d                                        0.006261
                                           gamma_hhincome_d
b_no_choice_a                                    -9.199e-05
b_mileage_a                                       3.480e-05
b_range_pw1_a                                    -1.131e-05
b_range_pw2_a                                   -2.2959e-04
b_range_pw3_a                                     2.784e-05
b_loss_pw1_a                                      5.628e-06
b_loss_pw2_a                                      1.408e-06
b_loss_pw3_a                                      1.956e-05
b_packreplace_treat_a                             2.980e-05
b_cellreplace_treat_a                              0.001166
b_packreplace_a                                   3.188e-05
b_cellreplace_a                                  -4.299e-05
b_price_a                                        -1.329e-05
b_no_choice_b                                   -3.0393e-04
b_mileage_b                                       2.846e-08
b_range_pw1_b                                    -3.765e-05
b_range_pw2_b                                    1.0973e-04
b_range_pw3_b                                    -2.531e-05
b_loss_pw1_b                                     -4.962e-06
b_loss_pw2_b                                      1.047e-06
b_loss_pw3_b                                     -1.624e-05
b_packreplace_treat_b                           -1.4581e-04
b_cellreplace_treat_b                            -6.159e-05
b_packreplace_b                                   8.818e-05
b_cellreplace_b                                   4.986e-06
b_price_b                                        -5.091e-05
b_no_choice_c                                    7.7373e-04
b_mileage_c                                      -1.845e-05
b_range_pw1_c                                    5.8896e-04
b_range_pw2_c                                    2.7332e-04
b_range_pw3_c                                    -9.823e-05
b_loss_pw1_c                                     -1.428e-05
b_loss_pw2_c                                      6.065e-06
b_loss_pw3_c                                      3.025e-06
b_packreplace_treat_c                            -6.841e-05
b_cellreplace_treat_c                             4.770e-05
b_packreplace_c                                   4.402e-05
b_cellreplace_c                                  -1.563e-05
b_price_c                                        2.5182e-04
b_no_choice_d                                     -0.001790
b_mileage_d                                       5.709e-06
b_range_pw1_d                                    1.7340e-04
b_range_pw2_d                                   -5.5197e-04
b_range_pw3_d                                   -1.8892e-04
b_loss_pw1_d                                      2.264e-05
b_loss_pw2_d                                     -5.428e-05
b_loss_pw3_d                                     -5.065e-07
b_packreplace_treat_d                           -1.7561e-04
b_cellreplace_treat_d                           -5.8484e-04
b_packreplace_d                                  -2.462e-05
b_cellreplace_d                                  3.8770e-04
b_price_d                                       -2.3240e-04
b_no_choice_e                                    5.2931e-04
b_mileage_e                                       3.160e-06
b_range_pw1_e                                     7.385e-05
b_range_pw2_e                                    2.8824e-04
b_range_pw3_e                                    -5.920e-05
b_loss_pw1_e                                      1.383e-05
b_loss_pw2_e                                     -6.614e-07
b_loss_pw3_e                                      2.053e-06
b_packreplace_treat_e                            2.6914e-04
b_cellreplace_treat_e                            4.2176e-04
b_packreplace_e                                 -1.4169e-04
b_cellreplace_e                                 -2.8919e-04
b_price_e                                        -1.764e-05
delta_a                                           -0.002058
gamma_EV_rangeanxiety_a                          1.3926e-04
gamma_risktaker_a                               -1.1649e-04
gamma_hhincome_a                                 2.9321e-04
gamma_ev_charge_a                               -7.2019e-04
gamma_knowledge_ev_a                            -2.1548e-04
gamma_evb_environment_agree_a                    2.5571e-04
gamma_evb_function_disagree_a                    -6.093e-05
gamma_hhveh_fuel_a                               7.1881e-04
gamma_veh_range_a                                -9.886e-05
gamma_suv_a                                     -3.7885e-04
delta_b                                           -0.001931
gamma_EV_rangeanxiety_b                           2.739e-05
gamma_risktaker_b                               -1.2462e-04
gamma_hhincome_b                                 2.7468e-04
gamma_ev_charge_b                               -7.6068e-04
gamma_knowledge_ev_b                            -2.1572e-04
gamma_evb_environment_agree_b                    3.8905e-04
gamma_evb_function_disagree_b                    -8.273e-05
gamma_hhveh_fuel_b                               6.8139e-04
gamma_veh_range_b                                -6.736e-05
gamma_suv_b                                     -3.5486e-04
delta_c                                           -0.002559
gamma_EV_rangeanxiety_c                          3.0261e-04
gamma_risktaker_c                                -7.772e-05
gamma_hhincome_c                                 2.7420e-04
gamma_ev_charge_c                               -5.8571e-04
gamma_knowledge_ev_c                            -2.2735e-04
gamma_evb_environment_agree_c                    3.7584e-04
gamma_evb_function_disagree_c                   -1.2220e-04
gamma_hhveh_fuel_c                               7.7600e-04
gamma_veh_range_c                                -7.517e-05
gamma_suv_c                                     -2.0167e-04
delta_d                                           -0.005202
gamma_EV_rangeanxiety_d                          1.3586e-04
gamma_risktaker_d                               -3.4451e-04
gamma_hhincome_d                                 8.7237e-04
gamma_ev_charge_d                                 -0.001505
gamma_knowledge_ev_d                            -4.7901e-04
gamma_evb_environment_agree_d                    1.6871e-04
gamma_evb_function_disagree_d                    1.9903e-04
gamma_hhveh_fuel_d                                 0.001606
gamma_veh_range_d                               -2.1875e-04
gamma_suv_d                                       -0.001200
                                          gamma_ev_charge_d
b_no_choice_a                                   -2.2620e-04
b_mileage_a                                      -7.271e-06
b_range_pw1_a                                   -7.1258e-04
b_range_pw2_a                                   -5.2541e-04
b_range_pw3_a                                     1.489e-05
b_loss_pw1_a                                      1.835e-05
b_loss_pw2_a                                     -8.972e-05
b_loss_pw3_a                                      5.352e-06
b_packreplace_treat_a                           -6.2087e-04
b_cellreplace_treat_a                             -0.002803
b_packreplace_a                                 -4.1834e-04
b_cellreplace_a                                 -6.6623e-04
b_price_a                                        5.2285e-04
b_no_choice_b                                      0.003182
b_mileage_b                                       3.325e-05
b_range_pw1_b                                      0.002557
b_range_pw2_b                                   -3.5613e-04
b_range_pw3_b                                      0.001121
b_loss_pw1_b                                      1.519e-05
b_loss_pw2_b                                      2.339e-05
b_loss_pw3_b                                     -3.566e-05
b_packreplace_treat_b                           -2.2198e-04
b_cellreplace_treat_b                            1.0665e-04
b_packreplace_b                                    0.001162
b_cellreplace_b                                    0.001132
b_price_b                                       -4.5774e-04
b_no_choice_c                                      0.001623
b_mileage_c                                     -5.2359e-04
b_range_pw1_c                                      0.005733
b_range_pw2_c                                      0.001424
b_range_pw3_c                                      0.004831
b_loss_pw1_c                                      4.375e-05
b_loss_pw2_c                                      1.552e-06
b_loss_pw3_c                                    -1.0268e-04
b_packreplace_treat_c                             -0.001460
b_cellreplace_treat_c                           -9.5525e-04
b_packreplace_c                                  9.8494e-04
b_cellreplace_c                                    0.001428
b_price_c                                         -0.001937
b_no_choice_d                                     -0.033138
b_mileage_d                                      2.9843e-04
b_range_pw1_d                                      0.007805
b_range_pw2_d                                      0.007887
b_range_pw3_d                                      0.004228
b_loss_pw1_d                                      2.246e-05
b_loss_pw2_d                                     1.2093e-04
b_loss_pw3_d                                    -4.4741e-04
b_packreplace_treat_d                            6.1084e-04
b_cellreplace_treat_d                            7.9145e-04
b_packreplace_d                                   -0.001765
b_cellreplace_d                                  6.5194e-04
b_price_d                                         -0.018174
b_no_choice_e                                     -0.018050
b_mileage_e                                     -2.4302e-04
b_range_pw1_e                                     -0.004595
b_range_pw2_e                                      0.001870
b_range_pw3_e                                     -0.003408
b_loss_pw1_e                                    -2.6740e-04
b_loss_pw2_e                                    -4.2864e-04
b_loss_pw3_e                                     -1.377e-05
b_packreplace_treat_e                           -8.8583e-04
b_cellreplace_treat_e                             -0.001880
b_packreplace_e                                   2.404e-05
b_cellreplace_e                                  9.6284e-04
b_price_e                                         -0.001652
delta_a                                           -0.012039
gamma_EV_rangeanxiety_a                          8.1916e-04
gamma_risktaker_a                                  0.003124
gamma_hhincome_a                                -5.8953e-04
gamma_ev_charge_a                                  0.039408
gamma_knowledge_ev_a                              -0.010422
gamma_evb_environment_agree_a                     -0.003942
gamma_evb_function_disagree_a                    6.6907e-04
gamma_hhveh_fuel_a                                 0.004425
gamma_veh_range_a                                 -0.001500
gamma_suv_a                                        0.001371
delta_b                                           -0.011913
gamma_EV_rangeanxiety_b                          8.0361e-04
gamma_risktaker_b                                  0.003294
gamma_hhincome_b                                -6.4913e-04
gamma_ev_charge_b                                  0.039557
gamma_knowledge_ev_b                              -0.010875
gamma_evb_environment_agree_b                     -0.003915
gamma_evb_function_disagree_b                      0.001403
gamma_hhveh_fuel_b                                 0.003805
gamma_veh_range_b                                 -0.001307
gamma_suv_b                                        0.002666
delta_c                                           -0.017964
gamma_EV_rangeanxiety_c                            0.001315
gamma_risktaker_c                                  0.001774
gamma_hhincome_c                                -5.2596e-04
gamma_ev_charge_c                                  0.038713
gamma_knowledge_ev_c                              -0.009864
gamma_evb_environment_agree_c                     -0.002338
gamma_evb_function_disagree_c                    3.4748e-04
gamma_hhveh_fuel_c                                 0.005561
gamma_veh_range_c                               -6.4468e-04
gamma_suv_c                                        0.001360
delta_d                                           -0.027556
gamma_EV_rangeanxiety_d                            0.003138
gamma_risktaker_d                                4.8332e-04
gamma_hhincome_d                                  -0.001505
gamma_ev_charge_d                                  0.087418
gamma_knowledge_ev_d                              -0.021029
gamma_evb_environment_agree_d                     -0.002820
gamma_evb_function_disagree_d                      0.002903
gamma_hhveh_fuel_d                                 0.016406
gamma_veh_range_d                                 -0.003882
gamma_suv_d                                      7.2913e-04
                                       gamma_knowledge_ev_d
b_no_choice_a                                    7.0226e-04
b_mileage_a                                       6.427e-05
b_range_pw1_a                                    6.7322e-04
b_range_pw2_a                                   -9.6570e-04
b_range_pw3_a                                    3.3116e-04
b_loss_pw1_a                                     -8.444e-05
b_loss_pw2_a                                      6.402e-05
b_loss_pw3_a                                     1.7302e-04
b_packreplace_treat_a                           -9.2817e-04
b_cellreplace_treat_a                              0.001599
b_packreplace_a                                   7.130e-05
b_cellreplace_a                                 -6.4394e-04
b_price_a                                        -2.539e-05
b_no_choice_b                                     -0.001411
b_mileage_b                                     -1.6841e-04
b_range_pw1_b                                      0.001684
b_range_pw2_b                                      0.002473
b_range_pw3_b                                    2.1137e-04
b_loss_pw1_b                                      7.874e-06
b_loss_pw2_b                                    -1.2470e-04
b_loss_pw3_b                                    -2.1943e-04
b_packreplace_treat_b                            8.5166e-04
b_cellreplace_treat_b                           -5.3630e-04
b_packreplace_b                                   -0.001292
b_cellreplace_b                                 -5.5201e-04
b_price_b                                         -0.001686
b_no_choice_c                                      0.002507
b_mileage_c                                      6.9039e-04
b_range_pw1_c                                     -0.002775
b_range_pw2_c                                     -0.003092
b_range_pw3_c                                     -0.003051
b_loss_pw1_c                                     1.0018e-04
b_loss_pw2_c                                      5.130e-05
b_loss_pw3_c                                      4.725e-05
b_packreplace_treat_c                            8.9752e-04
b_cellreplace_treat_c                            5.8967e-04
b_packreplace_c                                 -5.2228e-04
b_cellreplace_c                                   -0.001326
b_price_c                                          0.002217
b_no_choice_d                                      0.049133
b_mileage_d                                      7.1159e-04
b_range_pw1_d                                      0.001116
b_range_pw2_d                                     -0.005704
b_range_pw3_d                                     -0.013203
b_loss_pw1_d                                      9.805e-06
b_loss_pw2_d                                    -3.0415e-04
b_loss_pw3_d                                       0.001240
b_packreplace_treat_d                           -2.4108e-04
b_cellreplace_treat_d                             -0.002438
b_packreplace_d                                    0.006165
b_cellreplace_d                                    0.002670
b_price_d                                          0.020596
b_no_choice_e                                      0.010600
b_mileage_e                                     -5.7137e-04
b_range_pw1_e                                     -0.007688
b_range_pw2_e                                      0.001386
b_range_pw3_e                                      0.002553
b_loss_pw1_e                                     -7.371e-05
b_loss_pw2_e                                     3.7287e-04
b_loss_pw3_e                                    -1.1642e-04
b_packreplace_treat_e                            6.2227e-04
b_cellreplace_treat_e                              0.004004
b_packreplace_e                                   -0.003523
b_cellreplace_e                                   -0.004055
b_price_e                                          0.002495
delta_a                                           -0.014692
gamma_EV_rangeanxiety_a                            0.001207
gamma_risktaker_a                                 -0.008520
gamma_hhincome_a                                -3.1036e-04
gamma_ev_charge_a                                 -0.010880
gamma_knowledge_ev_a                               0.051636
gamma_evb_environment_agree_a                    5.0131e-04
gamma_evb_function_disagree_a                      0.002031
gamma_hhveh_fuel_a                              -2.7900e-04
gamma_veh_range_a                                 -0.003104
gamma_suv_a                                       -0.003010
delta_b                                           -0.020327
gamma_EV_rangeanxiety_b                            0.002109
gamma_risktaker_b                                 -0.011174
gamma_hhincome_b                                -2.5630e-04
gamma_ev_charge_b                                 -0.011698
gamma_knowledge_ev_b                               0.055557
gamma_evb_environment_agree_b                      0.001001
gamma_evb_function_disagree_b                      0.001752
gamma_hhveh_fuel_b                                 0.001884
gamma_veh_range_b                                 -0.002952
gamma_suv_b                                       -0.004768
delta_c                                           -0.010348
gamma_EV_rangeanxiety_c                            0.001856
gamma_risktaker_c                                 -0.009441
gamma_hhincome_c                                -3.8275e-04
gamma_ev_charge_c                                 -0.010699
gamma_knowledge_ev_c                               0.052474
gamma_evb_environment_agree_c                   -7.5255e-04
gamma_evb_function_disagree_c                      0.002786
gamma_hhveh_fuel_c                              -9.9567e-04
gamma_veh_range_c                                 -0.003775
gamma_suv_c                                       -0.003914
delta_d                                           -0.029390
gamma_EV_rangeanxiety_d                            0.001251
gamma_risktaker_d                                 -0.010906
gamma_hhincome_d                                -4.7901e-04
gamma_ev_charge_d                                 -0.021029
gamma_knowledge_ev_d                               0.099011
gamma_evb_environment_agree_d                      0.001486
gamma_evb_function_disagree_d                      0.003513
gamma_hhveh_fuel_d                              -4.3183e-04
gamma_veh_range_d                                 -0.005437
gamma_suv_d                                       -0.003698
                              gamma_evb_environment_agree_d
b_no_choice_a                                     -0.001517
b_mileage_a                                       3.593e-05
b_range_pw1_a                                     -0.001012
b_range_pw2_a                                      0.003122
b_range_pw3_a                                   -4.3360e-04
b_loss_pw1_a                                      2.441e-06
b_loss_pw2_a                                     1.0366e-04
b_loss_pw3_a                                    -1.8536e-04
b_packreplace_treat_a                           -5.1296e-04
b_cellreplace_treat_a                             -0.004074
b_packreplace_a                                 -1.9739e-04
b_cellreplace_a                                  9.2342e-04
b_price_a                                       -5.6385e-04
b_no_choice_b                                     -0.002120
b_mileage_b                                      1.7088e-04
b_range_pw1_b                                     -0.001852
b_range_pw2_b                                   -5.8171e-04
b_range_pw3_b                                    6.3617e-04
b_loss_pw1_b                                     -5.189e-06
b_loss_pw2_b                                      6.963e-05
b_loss_pw3_b                                      1.301e-05
b_packreplace_treat_b                             -0.002285
b_cellreplace_treat_b                             -0.002035
b_packreplace_b                                    0.002133
b_cellreplace_b                                    0.002007
b_price_b                                       -4.1826e-04
b_no_choice_c                                      0.007734
b_mileage_c                                       2.445e-05
b_range_pw1_c                                      0.005160
b_range_pw2_c                                     -0.003123
b_range_pw3_c                                    8.9655e-04
b_loss_pw1_c                                     1.5023e-04
b_loss_pw2_c                                      7.846e-05
b_loss_pw3_c                                      6.087e-05
b_packreplace_treat_c                             -0.001756
b_cellreplace_treat_c                             -0.001514
b_packreplace_c                                    0.002173
b_cellreplace_c                                    0.001722
b_price_c                                        1.2231e-04
b_no_choice_d                                      0.024904
b_mileage_d                                      -1.323e-05
b_range_pw1_d                                     -0.001635
b_range_pw2_d                                      0.007012
b_range_pw3_d                                     -0.002694
b_loss_pw1_d                                    -4.7644e-04
b_loss_pw2_d                                     5.9821e-04
b_loss_pw3_d                                     4.9364e-04
b_packreplace_treat_d                              0.002962
b_cellreplace_treat_d                             -0.006166
b_packreplace_d                                    0.001087
b_cellreplace_d                                    0.007851
b_price_d                                          0.009108
b_no_choice_e                                     -0.004637
b_mileage_e                                      -2.587e-05
b_range_pw1_e                                    1.8647e-04
b_range_pw2_e                                   -9.0312e-04
b_range_pw3_e                                     -0.002089
b_loss_pw1_e                                     1.7398e-04
b_loss_pw2_e                                    -4.2007e-04
b_loss_pw3_e                                     -1.817e-05
b_packreplace_treat_e                            4.7307e-04
b_cellreplace_treat_e                              0.005709
b_packreplace_e                                   -0.003843
b_cellreplace_e                                   -0.006969
b_price_e                                        4.4135e-04
delta_a                                           -0.019435
gamma_EV_rangeanxiety_a                            0.001170
gamma_risktaker_a                               -6.4012e-04
gamma_hhincome_a                                 2.0848e-04
gamma_ev_charge_a                                 -0.001984
gamma_knowledge_ev_a                            -1.3470e-04
gamma_evb_environment_agree_a                      0.037434
gamma_evb_function_disagree_a                     -0.002064
gamma_hhveh_fuel_a                                 0.005376
gamma_veh_range_a                                1.2889e-04
gamma_suv_a                                     -8.7674e-04
delta_b                                           -0.021404
gamma_EV_rangeanxiety_b                            0.002833
gamma_risktaker_b                                 -0.001782
gamma_hhincome_b                                 1.4581e-04
gamma_ev_charge_b                                 -0.002499
gamma_knowledge_ev_b                              -0.001367
gamma_evb_environment_agree_b                      0.036263
gamma_evb_function_disagree_b                     -0.001608
gamma_hhveh_fuel_b                                 0.007210
gamma_veh_range_b                                7.8621e-04
gamma_suv_b                                       -0.001969
delta_c                                           -0.023272
gamma_EV_rangeanxiety_c                            0.003537
gamma_risktaker_c                                 -0.002707
gamma_hhincome_c                                 2.0759e-04
gamma_ev_charge_c                                 -0.002742
