Model run by wuxiatian using Apollo 0.3.4 on R 4.4.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : piecewise_rangeloss_car_suv_lc_6c_1
Model description                           : LC model with 6 classes, piecewise linear range and range loss
Model run at                                : 2026-06-01 22:56:49.920892
Estimation method                           : bgw
Model diagnosis                             : Relative function convergence
Optimisation diagnosis                      : Maximum found
     hessian properties                     : Negative definite
     maximum eigenvalue                     : -0.525867
     reciprocal of condition number         : 7.59992e-06
Number of individuals                       : 2916
Number of rows in database                  : 17496
Number of modelled outcomes                 : 17496

Number of cores used                        :  6 
Model without mixing

LL(start)                                   : -17055.26
LL (whole model) at equal shares, LL(0)     : -24254.61
LL (whole model) at observed shares, LL(C)  : -24038.9
LL(final, whole model)                      : -16643.01
Rho-squared vs equal shares                  :  0.3138 
Adj.Rho-squared vs equal shares              :  0.3088 
Rho-squared vs observed shares               :  0.3077 
Adj.Rho-squared vs observed shares           :  0.3034 
AIC                                         :  33528.03 
BIC                                         :  34468.17 

LL(0,Class_1)                    : -24254.61
LL(final,Class_1)                : -60708.68
LL(0,Class_2)                    : -24254.61
LL(final,Class_2)                : -30779.94
LL(0,Class_3)                    : -24254.61
LL(final,Class_3)                : -27387.32
LL(0,Class_4)                    : -24254.61
LL(final,Class_4)                : -31471.52
LL(0,Class_5)                    : -24254.61
LL(final,Class_5)                : -23678.67
LL(0,Class_6)                    : -24254.61
LL(final,Class_6)                : -29417.75

Estimated parameters                        : 121
Time taken (hh:mm:ss)                       :  00:25:38.37 
     pre-estimation                         :  00:00:58.07 
     estimation                             :  00:02:16.16 
     post-estimation                        :  00:22:24.13 
Iterations                                  :  56  

Unconstrained optimisation.

Estimates:
                                 Estimate        s.e.   t.rat.(0)  p(2-sided)
gamma_ev_charge_c                                  0.001090
gamma_knowledge_ev_c                            -5.2752e-04
gamma_evb_environment_agree_c                      0.001161
gamma_evb_function_disagree_c                      0.001803
gamma_hhveh_fuel_c                               9.3884e-04
gamma_veh_range_c                               -1.7698e-04
gamma_suv_c                                     -4.9948e-04
delta_d                                         -4.2115e-04
gamma_EV_rangeanxiety_d                         -2.7027e-04
gamma_risktaker_d                                 1.377e-05
gamma_hhincome_d                                  1.476e-05
gamma_ev_charge_d                                 5.455e-05
gamma_knowledge_ev_d                             2.7065e-04
gamma_evb_environment_agree_d                    1.6660e-04
gamma_evb_function_disagree_d                    1.4087e-04
gamma_hhveh_fuel_d                               5.0657e-04
gamma_veh_range_d                                1.1529e-04
gamma_suv_d                                     -2.7016e-04
delta_e                                          2.9558e-04
gamma_EV_rangeanxiety_e                         -5.3345e-04
gamma_risktaker_e                                -8.616e-05
gamma_hhincome_e                                  3.312e-05
gamma_ev_charge_e                                 7.344e-06
gamma_knowledge_ev_e                              7.834e-05
gamma_evb_environment_agree_e                     4.801e-05
gamma_evb_function_disagree_e                   -4.5928e-04
gamma_hhveh_fuel_e                               3.2465e-04
gamma_veh_range_e                                 1.387e-05
gamma_suv_e                                      -7.428e-06
delta_f                                         -5.2647e-04
gamma_EV_rangeanxiety_f                           -0.003602
gamma_risktaker_f                                  0.004377
gamma_hhincome_f                                 1.8446e-04
gamma_ev_charge_f                               -7.7454e-04
gamma_knowledge_ev_f                               0.002649
gamma_evb_environment_agree_f                    7.9531e-04
gamma_evb_function_disagree_f                      0.001740
gamma_hhveh_fuel_f                                 0.002160
gamma_veh_range_f                                  0.001365
gamma_suv_f                                       -0.001980
                                            b_cellreplace_c
b_no_choice_a                                      0.002409
b_mileage_a                                     -1.3343e-04
b_range_pw1_a                                    5.0465e-04
b_range_pw2_a                                    2.2494e-04
b_range_pw3_a                                     -0.002177
b_loss_pw1_a                                     1.2092e-04
b_loss_pw2_a                                    -1.3351e-04
b_loss_pw3_a                                    -1.1748e-04
b_packreplace_a                                   -0.001711
b_cellreplace_a                                   -0.001288
b_price_a                                          0.001491
b_no_choice_b                                     -0.003102
b_mileage_b                                      -6.460e-05
b_range_pw1_b                                   -4.2120e-04
b_range_pw2_b                                   -3.2961e-04
b_range_pw3_b                                     1.005e-05
b_loss_pw1_b                                     -5.062e-05
b_loss_pw2_b                                     -6.988e-05
b_loss_pw3_b                                     -1.080e-05
b_packreplace_b                                  3.2305e-04
b_cellreplace_b                                 -1.6828e-04
b_price_b                                       -3.5787e-04
b_no_choice_c                                     -0.002452
b_mileage_c                                      -7.947e-05
b_range_pw1_c                                   -9.3249e-04
b_range_pw2_c                                     -0.001703
b_range_pw3_c                                    -1.776e-05
b_loss_pw1_c                                     -7.532e-05
b_loss_pw2_c                                      6.161e-05
b_loss_pw3_c                                      1.048e-05
b_packreplace_c                                    0.005370
b_cellreplace_c                                    0.007276
b_price_c                                         -0.001046
b_no_choice_d                                    9.7499e-04
b_mileage_d                                       1.107e-05
b_range_pw1_d                                      0.001291
b_range_pw2_d                                      0.001100
b_range_pw3_d                                      0.001784
b_loss_pw1_d                                     -5.985e-05
b_loss_pw2_d                                     -2.723e-05
b_loss_pw3_d                                     -1.825e-05
b_packreplace_d                                 -3.7107e-04
b_cellreplace_d                                 -9.3358e-04
b_price_d                                         4.183e-05
b_no_choice_e                                     -0.001672
b_mileage_e                                      -9.287e-05
b_range_pw1_e                                     -0.002344
b_range_pw2_e                                      0.001140
b_range_pw3_e                                   -5.3065e-04
b_loss_pw1_e                                      3.578e-05
b_loss_pw2_e                                     -2.565e-05
b_loss_pw3_e                                      3.868e-05
b_packreplace_e                                   -0.001179
b_cellreplace_e                                   -0.001377
b_price_e                                        4.4392e-04
b_no_choice_f                                      0.014767
b_mileage_f                                        0.001296
b_range_pw1_f                                      0.012165
b_range_pw2_f                                     -0.008404
b_range_pw3_f                                     -0.003429
b_loss_pw1_f                                    -2.9552e-04
b_loss_pw2_f                                     6.5534e-04
b_loss_pw3_f                                    -1.5475e-04
b_packreplace_f                                    0.013335
b_cellreplace_f                                    0.011006
b_price_f                                          0.002445
delta_b                                         -7.2916e-04
gamma_EV_rangeanxiety_b                         -4.2022e-04
gamma_risktaker_b                               -1.1481e-04
gamma_hhincome_b                                  9.142e-06
gamma_ev_charge_b                                 3.021e-05
gamma_knowledge_ev_b                             1.3266e-04
gamma_evb_environment_agree_b                    4.4761e-04
gamma_evb_function_disagree_b                    2.3431e-04
gamma_hhveh_fuel_b                               7.3352e-04
gamma_veh_range_b                                 2.946e-06
gamma_suv_b                                     -1.9477e-04
delta_c                                           -0.001200
gamma_EV_rangeanxiety_c                           3.979e-05
gamma_risktaker_c                                 -0.001071
gamma_hhincome_c                                -1.2454e-04
gamma_ev_charge_c                                  0.001175
gamma_knowledge_ev_c                            -3.7656e-04
gamma_evb_environment_agree_c                      0.001080
gamma_evb_function_disagree_c                      0.001801
gamma_hhveh_fuel_c                               9.8695e-04
gamma_veh_range_c                               -1.5558e-04
gamma_suv_c                                     -5.5403e-04
delta_d                                           -0.001272
gamma_EV_rangeanxiety_d                         -1.9783e-04
gamma_risktaker_d                                1.9986e-04
gamma_hhincome_d                                  2.409e-05
gamma_ev_charge_d                                1.0015e-04
gamma_knowledge_ev_d                             3.1514e-04
gamma_evb_environment_agree_d                    1.7135e-04
gamma_evb_function_disagree_d                    2.6797e-04
gamma_hhveh_fuel_d                               5.0181e-04
gamma_veh_range_d                                1.9996e-04
gamma_suv_d                                     -4.6667e-04
delta_e                                          1.6682e-04
gamma_EV_rangeanxiety_e                         -4.9719e-04
gamma_risktaker_e                               -1.3552e-04
gamma_hhincome_e                                  2.975e-05
gamma_ev_charge_e                                 3.634e-05
gamma_knowledge_ev_e                             1.0164e-04
gamma_evb_environment_agree_e                     9.951e-05
gamma_evb_function_disagree_e                   -4.3785e-04
gamma_hhveh_fuel_e                               3.2894e-04
gamma_veh_range_e                                 3.041e-05
gamma_suv_e                                      -3.912e-05
delta_f                                         -7.7282e-04
gamma_EV_rangeanxiety_f                           -0.003263
gamma_risktaker_f                                  0.004025
gamma_hhincome_f                                 1.7833e-04
gamma_ev_charge_f                               -8.0274e-04
gamma_knowledge_ev_f                               0.002543
gamma_evb_environment_agree_f                    8.3850e-04
gamma_evb_function_disagree_f                      0.001841
gamma_hhveh_fuel_f                                 0.001953
gamma_veh_range_f                                  0.001278
gamma_suv_f                                       -0.001605
                                                  b_price_c
b_no_choice_a                                     -0.003607
b_mileage_a                                      3.9545e-04
b_range_pw1_a                                     -0.002646
b_range_pw2_a                                      0.001634
b_range_pw3_a                                      0.001546
b_loss_pw1_a                                     -1.352e-05
b_loss_pw2_a                                      9.580e-05
b_loss_pw3_a                                     1.1707e-04
b_packreplace_a                                  6.4015e-04
b_cellreplace_a                                 -1.0462e-04
b_price_a                                         -0.001810
b_no_choice_b                                      0.001554
b_mileage_b                                       1.320e-05
b_range_pw1_b                                   -2.3657e-04
b_range_pw2_b                                      0.001752
b_range_pw3_b                                    6.7791e-04
b_loss_pw1_b                                      2.811e-06
b_loss_pw2_b                                      1.135e-05
b_loss_pw3_b                                     -9.901e-05
b_packreplace_b                                   1.646e-05
b_cellreplace_b                                 -2.0333e-04
b_price_b                                        6.0581e-04
b_no_choice_c                                      0.013720
b_mileage_c                                       9.100e-05
b_range_pw1_c                                     -0.001576
b_range_pw2_c                                    6.5155e-04
b_range_pw3_c                                    3.6394e-04
b_loss_pw1_c                                     1.2051e-04
b_loss_pw2_c                                     -2.572e-05
b_loss_pw3_c                                      4.390e-05
b_packreplace_c                                 -8.6621e-04
b_cellreplace_c                                   -0.001046
b_price_c                                          0.004494
b_no_choice_d                                     -0.005046
b_mileage_d                                      4.1384e-04
b_range_pw1_d                                     -0.008072
b_range_pw2_d                                     -0.007984
b_range_pw3_d                                     -0.013712
b_loss_pw1_d                                     2.6655e-04
b_loss_pw2_d                                     1.4019e-04
b_loss_pw3_d                                      2.963e-05
b_packreplace_d                                   8.077e-05
b_cellreplace_d                                  5.7962e-04
b_price_d                                       -4.6564e-04
b_no_choice_e                                      0.003122
b_mileage_e                                       8.699e-05
b_range_pw1_e                                      0.001458
b_range_pw2_e                                     -0.001027
b_range_pw3_e                                   -9.1708e-04
b_loss_pw1_e                                     -3.762e-05
b_loss_pw2_e                                     -2.638e-05
b_loss_pw3_e                                     -4.539e-05
b_packreplace_e                                  4.2016e-04
b_cellreplace_e                                  4.1297e-04
b_price_e                                        6.0604e-04
b_no_choice_f                                     -0.014236
b_mileage_f                                       -0.001137
b_range_pw1_f                                      0.003631
b_range_pw2_f                                    5.0864e-04
b_range_pw3_f                                      0.002707
b_loss_pw1_f                                      3.478e-05
b_loss_pw2_f                                    -3.8271e-04
b_loss_pw3_f                                     1.5595e-04
b_packreplace_f                                   -0.006496
b_cellreplace_f                                   -0.006753
b_price_f                                         -0.005054
delta_b                                           2.247e-05
gamma_EV_rangeanxiety_b                          2.8602e-04
gamma_risktaker_b                                3.0938e-04
gamma_hhincome_b                                  2.557e-05
gamma_ev_charge_b                                 4.589e-05
gamma_knowledge_ev_b                            -1.3192e-04
gamma_evb_environment_agree_b                   -4.2073e-04
gamma_evb_function_disagree_b                    3.7194e-04
gamma_hhveh_fuel_b                              -6.2388e-04
gamma_veh_range_b                                 3.260e-05
gamma_suv_b                                     -1.4699e-04
delta_c                                           -0.001200
gamma_EV_rangeanxiety_c                         -2.3185e-04
gamma_risktaker_c                                  0.001841
gamma_hhincome_c                                 1.0894e-04
gamma_ev_charge_c                               -3.3584e-04
gamma_knowledge_ev_c                             -2.003e-05
gamma_evb_environment_agree_c                     -0.001153
gamma_evb_function_disagree_c                   -4.9851e-04
gamma_hhveh_fuel_c                                -0.001515
gamma_veh_range_c                                1.4964e-04
gamma_suv_c                                     -4.3862e-04
delta_d                                            0.005456
gamma_EV_rangeanxiety_d                         -9.5477e-04
gamma_risktaker_d                                 -0.001143
gamma_hhincome_d                                 -9.101e-05
gamma_ev_charge_d                               -9.1936e-04
gamma_knowledge_ev_d                             -6.297e-05
gamma_evb_environment_agree_d                   -1.8570e-04
gamma_evb_function_disagree_d                     -0.001428
gamma_hhveh_fuel_d                               6.6459e-04
gamma_veh_range_d                               -5.5998e-04
gamma_suv_d                                        0.001978
delta_e                                          -9.291e-05
gamma_EV_rangeanxiety_e                           2.151e-05
gamma_risktaker_e                                1.2128e-04
gamma_hhincome_e                                  1.204e-05
gamma_ev_charge_e                                1.2866e-04
gamma_knowledge_ev_e                             1.0106e-04
gamma_evb_environment_agree_e                   -4.2807e-04
gamma_evb_function_disagree_e                    2.6214e-04
gamma_hhveh_fuel_e                              -2.1355e-04
gamma_veh_range_e                                -4.610e-05
gamma_suv_e                                     -2.7998e-04
delta_f                                           -0.002093
gamma_EV_rangeanxiety_f                            0.002528
gamma_risktaker_f                                 -0.002496
gamma_hhincome_f                                 -1.807e-05
gamma_ev_charge_f                                3.5876e-04
gamma_knowledge_ev_f                              -0.001752
gamma_evb_environment_agree_f                    3.0124e-04
gamma_evb_function_disagree_f                      0.001238
gamma_hhveh_fuel_f                                9.368e-05
gamma_veh_range_f                               -3.6852e-04
gamma_suv_f                                        0.002607
                                              b_no_choice_d
b_no_choice_a                                      0.025739
b_mileage_a                                       -0.005746
b_range_pw1_a                                      0.023194
b_range_pw2_a                                     -0.016881
b_range_pw3_a                                     -0.004273
b_loss_pw1_a                                    -8.9622e-04
b_loss_pw2_a                                    -4.6820e-04
b_loss_pw3_a                                      -0.001307
b_packreplace_a                                   -0.012044
b_cellreplace_a                                   -0.002266
b_price_a                                          0.013826
b_no_choice_b                                     -0.034229
b_mileage_b                                     -7.4233e-04
b_range_pw1_b                                     -0.003210
b_range_pw2_b                                     -0.010227
b_range_pw3_b                                     -0.005347
b_loss_pw1_b                                    -9.1254e-04
b_loss_pw2_b                                    -1.8180e-04
b_loss_pw3_b                                     6.3535e-04
b_packreplace_b                                 -2.5418e-04
b_cellreplace_b                                 -8.9871e-04
b_price_b                                         -0.006772
b_no_choice_c                                     -0.028711
b_mileage_c                                     -3.0895e-04
b_range_pw1_c                                    4.8135e-04
b_range_pw2_c                                     -0.006744
b_range_pw3_c                                     -0.003387
b_loss_pw1_c                                    -2.5700e-04
b_loss_pw2_c                                      4.307e-05
b_loss_pw3_c                                    -1.5082e-04
b_packreplace_c                                  8.5913e-04
b_cellreplace_c                                  9.7499e-04
b_price_c                                         -0.005046
b_no_choice_d                                      0.239477
b_mileage_d                                        0.004616
b_range_pw1_d                                      0.058965
b_range_pw2_d                                     -0.014840
b_range_pw3_d                                     -0.025090
b_loss_pw1_d                                       0.003246
b_loss_pw2_d                                    -9.4590e-04
b_loss_pw3_d                                     3.9626e-04
b_packreplace_d                                    0.003911
b_cellreplace_d                                    0.004706
b_price_d                                          0.040156
b_no_choice_e                                     -0.033396
b_mileage_e                                     -2.1119e-04
b_range_pw1_e                                     -0.045718
b_range_pw2_e                                      0.016710
b_range_pw3_e                                      0.001519
b_loss_pw1_e                                     1.6143e-04
b_loss_pw2_e                                     2.9445e-04
b_loss_pw3_e                                     8.0231e-04
b_packreplace_e                                   -0.001756
b_cellreplace_e                                   -0.002951
b_price_e                                          0.001948
b_no_choice_f                                      0.016997
b_mileage_f                                        0.002009
b_range_pw1_f                                      0.010713
b_range_pw2_f                                     -0.011985
b_range_pw3_f                                     -0.003759
b_loss_pw1_f                                    -4.6647e-04
b_loss_pw2_f                                     1.2691e-04
b_loss_pw3_f                                    -1.8138e-04
b_packreplace_f                                    0.002343
b_cellreplace_f                                    0.003882
b_price_f                                          0.005850
delta_b                                            0.013946
gamma_EV_rangeanxiety_b                           -0.003449
gamma_risktaker_b                               -5.7286e-04
gamma_hhincome_b                                -3.3229e-04
gamma_ev_charge_b                               -1.7404e-04
gamma_knowledge_ev_b                               0.001674
gamma_evb_environment_agree_b                      0.003794
gamma_evb_function_disagree_b                   -8.2888e-04
gamma_hhveh_fuel_b                               2.3448e-04
gamma_veh_range_b                                 -0.001175
gamma_suv_b                                       -0.004623
delta_c                                            0.013844
gamma_EV_rangeanxiety_c                           -0.003064
gamma_risktaker_c                               -5.5975e-04
gamma_hhincome_c                                -2.5511e-04
gamma_ev_charge_c                               -6.9959e-04
gamma_knowledge_ev_c                              8.783e-05
gamma_evb_environment_agree_c                      0.004291
gamma_evb_function_disagree_c                      0.002211
gamma_hhveh_fuel_c                               7.2563e-04
gamma_veh_range_c                                 -0.001143
gamma_suv_c                                       -0.005593
delta_d                                            0.002166
gamma_EV_rangeanxiety_d                            0.002466
gamma_risktaker_d                                  0.002874
gamma_hhincome_d                                  2.459e-05
gamma_ev_charge_d                                  0.002364
gamma_knowledge_ev_d                               0.001876
gamma_evb_environment_agree_d                      0.001047
gamma_evb_function_disagree_d                      0.002940
gamma_hhveh_fuel_d                                -0.003986
gamma_veh_range_d                                6.1477e-04
gamma_suv_d                                        0.001861
delta_e                                            0.006477
gamma_EV_rangeanxiety_e                           -0.003507
gamma_risktaker_e                                  0.002588
gamma_hhincome_e                                 -1.944e-05
gamma_ev_charge_e                                5.3212e-04
gamma_knowledge_ev_e                               0.004577
gamma_evb_environment_agree_e                      0.003662
gamma_evb_function_disagree_e                     -0.004164
gamma_hhveh_fuel_e                                -0.001795
gamma_veh_range_e                                 -0.001533
gamma_suv_e                                     -5.1589e-04
delta_f                                            0.011269
gamma_EV_rangeanxiety_f                           -0.005116
gamma_risktaker_f                                  0.006856
gamma_hhincome_f                                -3.0672e-04
gamma_ev_charge_f                                2.1223e-04
gamma_knowledge_ev_f                               0.002131
gamma_evb_environment_agree_f                   -1.6229e-04
gamma_evb_function_disagree_f                   -9.5805e-04
gamma_hhveh_fuel_f                                -0.001502
gamma_veh_range_f                               -4.8274e-04
gamma_suv_f                                       -0.002520
                                                b_mileage_d
b_no_choice_a                                   -4.7040e-04
b_mileage_a                                       6.403e-05
b_range_pw1_a                                   -5.2923e-04
b_range_pw2_a                                    4.6558e-04
b_range_pw3_a                                    2.1304e-04
b_loss_pw1_a                                     -5.505e-06
b_loss_pw2_a                                      1.252e-05
b_loss_pw3_a                                      2.332e-05
b_packreplace_a                                  -6.919e-05
b_cellreplace_a                                 -1.6139e-04
b_price_a                                       -2.6259e-04
b_no_choice_b                                     -0.001497
b_mileage_b                                     -2.0555e-04
b_range_pw1_b                                   -4.5119e-04
b_range_pw2_b                                    2.0563e-04
b_range_pw3_b                                    2.5549e-04
b_loss_pw1_b                                     -2.461e-05
b_loss_pw2_b                                     -2.614e-05
b_loss_pw3_b                                     -4.190e-05
b_packreplace_b                                   2.299e-05
b_cellreplace_b                                  -5.071e-05
b_price_b                                        1.7811e-04
b_no_choice_c                                   -1.6252e-04
b_mileage_c                                     -1.5700e-04
b_range_pw1_c                                   -7.9692e-04
b_range_pw2_c                                   -2.8189e-04
b_range_pw3_c                                    1.0123e-04
b_loss_pw1_c                                      1.167e-05
b_loss_pw2_c                                     -1.965e-06
b_loss_pw3_c                                      8.751e-06
b_packreplace_c                                  1.0037e-04
b_cellreplace_c                                   1.107e-05
b_price_c                                        4.1384e-04
b_no_choice_d                                      0.004616
b_mileage_d                                        0.001256
b_range_pw1_d                                     -0.004058
b_range_pw2_d                                     -0.001800
b_range_pw3_d                                     -0.004099
b_loss_pw1_d                                     1.1576e-04
b_loss_pw2_d                                      4.215e-05
b_loss_pw3_d                                      7.541e-06
b_packreplace_d                                   4.973e-05
b_cellreplace_d                                  1.9526e-04
b_price_d                                        9.7162e-04
b_no_choice_e                                    -2.375e-05
b_mileage_e                                     -1.0076e-04
b_range_pw1_e                                   -1.5895e-04
b_range_pw2_e                                     1.714e-05
b_range_pw3_e                                   -2.7576e-04
b_loss_pw1_e                                     -6.572e-06
b_loss_pw2_e                                     -1.505e-05
b_loss_pw3_e                                     -3.792e-06
b_packreplace_e                                  -6.917e-05
b_cellreplace_e                                 -1.1820e-04
b_price_e                                        2.1352e-04
b_no_choice_f                                    -7.734e-06
b_mileage_f                                       4.231e-05
b_range_pw1_f                                      0.001094
b_range_pw2_f                                   -4.1108e-04
b_range_pw3_f                                    1.0514e-04
b_loss_pw1_f                                     -1.354e-05
b_loss_pw2_f                                      4.494e-06
b_loss_pw3_f                                      6.391e-07
b_packreplace_f                                  1.5276e-04
b_cellreplace_f                                   4.138e-05
b_price_f                                       -2.9651e-04
delta_b                                         -2.2487e-04
gamma_EV_rangeanxiety_b                          1.0202e-04
gamma_risktaker_b                                 3.437e-05
gamma_hhincome_b                                  7.542e-06
gamma_ev_charge_b                                -2.649e-06
gamma_knowledge_ev_b                              2.589e-05
gamma_evb_environment_agree_b                     6.238e-05
gamma_evb_function_disagree_b                    1.3369e-04
gamma_hhveh_fuel_b                              -1.4067e-04
gamma_veh_range_b                                -3.008e-05
gamma_suv_b                                      1.5578e-04
delta_c                                         -3.2871e-04
gamma_EV_rangeanxiety_c                          -6.326e-05
gamma_risktaker_c                                2.6205e-04
gamma_hhincome_c                                  9.615e-06
gamma_ev_charge_c                                -2.670e-05
gamma_knowledge_ev_c                             -9.192e-05
gamma_evb_environment_agree_c                    -4.128e-05
gamma_evb_function_disagree_c                    -2.044e-05
gamma_hhveh_fuel_c                              -2.0617e-04
gamma_veh_range_c                                -2.885e-05
gamma_suv_c                                      2.0780e-04
delta_d                                            0.001759
gamma_EV_rangeanxiety_d                         -1.7596e-04
gamma_risktaker_d                               -1.5815e-04
gamma_hhincome_d                                 -2.060e-05
gamma_ev_charge_d                               -1.5851e-04
gamma_knowledge_ev_d                             -2.552e-05
gamma_evb_environment_agree_d                   -2.5585e-04
gamma_evb_function_disagree_d                   -2.4068e-04
gamma_hhveh_fuel_d                                4.268e-05
gamma_veh_range_d                                -8.661e-05
gamma_suv_d                                     -1.2013e-04
delta_e                                         -1.3325e-04
gamma_EV_rangeanxiety_e                           3.742e-05
gamma_risktaker_e                                 4.110e-05
gamma_hhincome_e                                  9.679e-06
gamma_ev_charge_e                                 5.098e-05
gamma_knowledge_ev_e                             -1.581e-05
gamma_evb_environment_agree_e                    -7.957e-05
gamma_evb_function_disagree_e                    -8.111e-05
gamma_hhveh_fuel_e                                1.131e-05
gamma_veh_range_e                                -1.712e-05
gamma_suv_e                                       5.272e-05
delta_f                                         -1.6884e-04
gamma_EV_rangeanxiety_f                          -5.736e-06
gamma_risktaker_f                                 4.973e-05
gamma_hhincome_f                                  8.658e-06
gamma_ev_charge_f                                -7.339e-06
gamma_knowledge_ev_f                             1.0310e-04
gamma_evb_environment_agree_f                     8.218e-05
gamma_evb_function_disagree_f                     9.300e-05
gamma_hhveh_fuel_f                                5.777e-05
gamma_veh_range_f                                 4.049e-05
gamma_suv_f                                       6.762e-05
                                              b_range_pw1_d
b_no_choice_a                                      0.018900
b_mileage_a                                       -0.002591
b_range_pw1_a                                      0.017074
b_range_pw2_a                                     -0.013064
b_range_pw3_a                                     -0.005247
b_loss_pw1_a                                    -1.8190e-04
b_loss_pw2_a                                    -4.4474e-04
b_loss_pw3_a                                    -7.5562e-04
b_packreplace_a                                   -0.004111
b_cellreplace_a                                  7.9934e-04
b_price_a                                          0.009161
b_no_choice_b                                      0.015443
b_mileage_b                                      3.7472e-04
b_range_pw1_b                                      0.006761
b_range_pw2_b                                     -0.004997
b_range_pw3_b                                    1.2963e-04
b_loss_pw1_b                                     6.2677e-04
b_loss_pw2_b                                     6.6168e-04
b_loss_pw3_b                                       0.001295
b_packreplace_b                                    0.001100
b_cellreplace_b                                    0.002244
b_price_b                                         -0.004737
b_no_choice_c                                     -0.014474
b_mileage_c                                      3.0132e-04
b_range_pw1_c                                      0.011647
b_range_pw2_c                                      0.002633
b_range_pw3_c                                   -3.5778e-04
b_loss_pw1_c                                    -3.3795e-04
b_loss_pw2_c                                      6.535e-05
b_loss_pw3_c                                    -2.1842e-04
b_packreplace_c                                 -1.5625e-04
b_cellreplace_c                                    0.001291
b_price_c                                         -0.008072
b_no_choice_d                                      0.058965
b_mileage_d                                       -0.004058
b_range_pw1_d                                      0.115580
b_range_pw2_d                                      0.019337
b_range_pw3_d                                      0.061846
b_loss_pw1_d                                      -0.001798
b_loss_pw2_d                                    -4.0190e-04
b_loss_pw3_d                                    -1.8913e-04
b_packreplace_d                                 -5.7680e-04
b_cellreplace_d                                   -0.003110
b_price_d                                         -0.013071
b_no_choice_e                                     -0.016944
b_mileage_e                                      3.4528e-04
b_range_pw1_e                                     -0.017818
b_range_pw2_e                                      0.009243
b_range_pw3_e                                      0.003123
b_loss_pw1_e                                     2.8812e-04
b_loss_pw2_e                                     3.1079e-04
b_loss_pw3_e                                     2.9210e-04
b_packreplace_e                                 -5.1892e-04
b_cellreplace_e                                 -2.0614e-04
b_price_e                                         -0.001710
b_no_choice_f                                      0.010788
b_mileage_f                                      7.2419e-04
b_range_pw1_f                                     -0.004512
b_range_pw2_f                                     -0.002596
b_range_pw3_f                                     -0.002140
b_loss_pw1_f                                     -9.517e-05
b_loss_pw2_f                                     1.9791e-04
b_loss_pw3_f                                    -1.6457e-04
b_packreplace_f                                    0.001915
b_cellreplace_f                                    0.002404
b_price_f                                          0.005941
delta_b                                            0.005890
gamma_EV_rangeanxiety_b                           -0.001884
gamma_risktaker_b                                 -0.001598
gamma_hhincome_b                                -1.7961e-04
gamma_ev_charge_b                                  0.001430
gamma_knowledge_ev_b                             2.3497e-04
gamma_evb_environment_agree_b                      0.002393
gamma_evb_function_disagree_b                   -1.2446e-04
gamma_hhveh_fuel_b                                 0.002742
gamma_veh_range_b                                6.6295e-04
gamma_suv_b                                       -0.004025
delta_c                                            0.007368
gamma_EV_rangeanxiety_c                           4.453e-05
gamma_risktaker_c                                 -0.004904
gamma_hhincome_c                                -2.2148e-04
gamma_ev_charge_c                                  0.001054
gamma_knowledge_ev_c                               0.001109
gamma_evb_environment_agree_c                      0.003961
gamma_evb_function_disagree_c                      0.002061
gamma_hhveh_fuel_c                                 0.005013
gamma_veh_range_c                                3.3551e-04
gamma_suv_c                                       -0.005312
delta_d                                           -0.021994
gamma_EV_rangeanxiety_d                            0.001939
gamma_risktaker_d                                  0.002649
gamma_hhincome_d                                 1.7144e-04
gamma_ev_charge_d                                  0.001941
gamma_knowledge_ev_d                               0.002065
gamma_evb_environment_agree_d                    7.0526e-04
gamma_evb_function_disagree_d                      0.003917
gamma_hhveh_fuel_d                                -0.002293
gamma_veh_range_d                                9.5720e-04
gamma_suv_d                                     -8.5803e-04
delta_e                                            0.003989
gamma_EV_rangeanxiety_e                           -0.001447
gamma_risktaker_e                                7.1918e-04
gamma_hhincome_e                                -1.3091e-04
gamma_ev_charge_e                               -4.5253e-04
gamma_knowledge_ev_e                               0.001840
gamma_evb_environment_agree_e                      0.002998
gamma_evb_function_disagree_e                   -9.0902e-04
gamma_hhveh_fuel_e                                -0.001022
gamma_veh_range_e                               -3.6591e-04
gamma_suv_e                                     -5.8249e-04
delta_f                                            0.004702
gamma_EV_rangeanxiety_f                           -0.002599
gamma_risktaker_f                                  0.002743
gamma_hhincome_f                                -1.2993e-04
gamma_ev_charge_f                                1.8863e-04
gamma_knowledge_ev_f                             2.6422e-04
gamma_evb_environment_agree_f                   -5.2592e-04
gamma_evb_function_disagree_f                     -0.001244
gamma_hhveh_fuel_f                                -0.001062
gamma_veh_range_f                               -3.0903e-04
gamma_suv_f                                       -0.001791
                                              b_range_pw2_d
b_no_choice_a                                      0.005171
b_mileage_a                                      5.6750e-04
b_range_pw1_a                                      0.002966
b_range_pw2_a                                     -0.005297
b_range_pw3_a                                     -0.003419
b_loss_pw1_a                                     2.8724e-04
b_loss_pw2_a                                    -3.5453e-04
b_loss_pw3_a                                      1.212e-05
b_packreplace_a                                    0.001730
b_cellreplace_a                                    0.001574
b_price_a                                          0.002632
b_no_choice_b                                    -9.394e-05
b_mileage_b                                     -2.2535e-04
b_range_pw1_b                                      0.006209
b_range_pw2_b                                     -0.018126
