Model run by xnw17 using Apollo 0.3.6 on R 4.5.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : piecewise_rangeloss_car_suv_lc_5c_info_treat_1
Model description                           : LC model with 5 classes, piecewise linear range and range loss, treatment interactions on range/loss/refurbishment
Model run at                                : 2026-05-04 16:21:06.666247
Estimation method                           : bgw
Estimation diagnosis                        : Relative function convergence (favorable)
Optimisation diagnosis                      : Unknown (no Hessian calculated)
Number of individuals                       : 1373
Number of rows in database                  : 8238
Number of modelled outcomes                 : 8238

Number of cores used                        :  2 
Model without mixing

LL(start)                                   : -7913.1
LL (whole model) at equal shares, LL(0)     : -11420.29
LL (whole model) at observed shares, LL(C)  : -11409.83
LL(final, whole model)                      : -7764.41
Rho-squared vs equal shares                  :  0.3201 
Adj.Rho-squared vs equal shares              :  0.308 
Rho-squared vs observed shares               :  0.3195 
Adj.Rho-squared vs observed shares           :  0.3086 
AIC                                         :  15806.82 
BIC                                         :  16782.11 

LL(0,Class_1)                    : -11420.29
LL(final,Class_1)                : -87587.9
LL(0,Class_2)                    : -11420.29
LL(final,Class_2)                : -10544.06
LL(0,Class_3)                    : -11420.29
LL(final,Class_3)                : -16875.14
LL(0,Class_4)                    : -11420.29
LL(final,Class_4)                : -17634.65
LL(0,Class_5)                    : -11420.29
LL(final,Class_5)                : -13667.37

Estimated parameters                        : 139
Time taken (hh:mm:ss)                       :  00:00:47.46 
     pre-estimation                         :  00:00:12.47 
     estimation                             :  00:00:34.7 
     post-estimation                        :  00:00:0.29 
Iterations                                  :  57  

Unconstrained optimisation.

Estimates:
                                 Estimate        s.e.   t.rat.(0)  p(2-sided)
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         b_loss_pw3_treat_e
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                      b_packreplace_treat_e
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                      b_cellreplace_treat_e
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                    delta_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                    gamma_EV_rangeanxiety_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                          gamma_risktaker_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                           gamma_hhincome_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                          gamma_ev_charge_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                       gamma_knowledge_ev_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                              gamma_evb_environment_agree_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                              gamma_evb_function_disagree_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         gamma_hhveh_fuel_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                          gamma_veh_range_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                gamma_suv_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                    delta_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                    gamma_EV_rangeanxiety_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                          gamma_risktaker_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                           gamma_hhincome_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                          gamma_ev_charge_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                       gamma_knowledge_ev_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                              gamma_evb_environment_agree_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                              gamma_evb_function_disagree_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         gamma_hhveh_fuel_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                          gamma_veh_range_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                gamma_suv_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                    delta_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                    gamma_EV_rangeanxiety_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                          gamma_risktaker_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                           gamma_hhincome_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                          gamma_ev_charge_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                       gamma_knowledge_ev_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                              gamma_evb_environment_agree_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                              gamma_evb_function_disagree_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         gamma_hhveh_fuel_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                          gamma_veh_range_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                gamma_suv_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                    delta_d
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                    gamma_EV_rangeanxiety_d
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                          gamma_risktaker_d
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                           gamma_hhincome_d
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                          gamma_ev_charge_d
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                       gamma_knowledge_ev_d
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                              gamma_evb_environment_agree_d
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                              gamma_evb_function_disagree_d
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         gamma_hhveh_fuel_d
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                          gamma_veh_range_d
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                gamma_suv_d
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
 [ reached 'max' / getOption("max.print") -- omitted 132 rows ]

Robust covariance matrix:
                                              b_no_choice_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                b_mileage_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw1_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw2_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw3_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw1_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw2_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw3_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                            b_packreplace_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                            b_cellreplace_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                  b_price_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                        b_range_pw1_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                        b_range_pw2_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                        b_range_pw3_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         b_loss_pw1_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         b_loss_pw2_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         b_loss_pw3_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                      b_packreplace_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                      b_cellreplace_treat_a
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_no_choice_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                b_mileage_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw1_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw2_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw3_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw1_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw2_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw3_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                            b_packreplace_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                            b_cellreplace_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                  b_price_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                        b_range_pw1_treat_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                        b_range_pw2_treat_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                        b_range_pw3_treat_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         b_loss_pw1_treat_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         b_loss_pw2_treat_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                         b_loss_pw3_treat_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                      b_packreplace_treat_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                      b_cellreplace_treat_b
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_no_choice_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                                b_mileage_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw1_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw2_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                              b_range_pw3_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw1_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw2_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                               b_loss_pw3_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
b_range_pw1_a                                            NA
b_range_pw2_a                                            NA
b_range_pw3_a                                            NA
b_loss_pw1_a                                             NA
b_loss_pw2_a                                             NA
                                            b_packreplace_c
b_no_choice_a                                            NA
b_mileage_a                                              NA
