Model run by xnw17 using Apollo 0.3.6 on R 4.5.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : piecewise_rangeloss_car_suv_lc_6c_1
Model description                           : LC model with 6 classes, piecewise linear range and range loss
Model run at                                : 2026-06-08 18:49:00.387496
Estimation method                           : bgw
Estimation diagnosis                        : Relative function convergence (favorable)
Optimisation diagnosis                      : Maximum found
     hessian properties                     : Negative definite
     maximum eigenvalue                     : -0.39362
     reciprocal of condition number         : 4.84466e-06
Number of individuals                       : 2916
Number of rows in database                  : 17496
Number of modelled outcomes                 : 17496

Number of cores used                        :  6 
Model without mixing

LL(start)                                   : -16551.37
LL (whole model) at equal shares, LL(0)     : -24254.61
LL (whole model) at observed shares, LL(C)  : -24038.9
LL(final, whole model)                      : -16537.86
Rho-squared vs equal shares                  :  0.3182 
Adj.Rho-squared vs equal shares              :  0.3132 
Rho-squared vs observed shares               :  0.312 
Adj.Rho-squared vs observed shares           :  0.3078 
AIC                                         :  33317.72 
BIC                                         :  34257.86 

LL(0,Class_1)                    : -24254.61
LL(final,Class_1)                : -63907.52
LL(0,Class_2)                    : -24254.61
LL(final,Class_2)                : -31075.07
LL(0,Class_3)                    : -24254.61
LL(final,Class_3)                : -35830.22
LL(0,Class_4)                    : -24254.61
LL(final,Class_4)                : -26200.61
LL(0,Class_5)                    : -24254.61
LL(final,Class_5)                : -23322.57
LL(0,Class_6)                    : -24254.61
LL(final,Class_6)                : -37317.31

Estimated parameters                        : 121
Time taken (hh:mm:ss)                       :  00:08:17.6 
     pre-estimation                         :  00:00:14.56 
     estimation                             :  00:00:8.63 
     post-estimation                        :  00:07:54.42 
Iterations                                  :  12  

Unconstrained optimisation.

Estimates:
                                 Estimate        s.e.   t.rat.(0)  p(2-sided)
b_cellreplace_b                                    0.022606
b_price_b                                          0.049880
b_no_choice_c                                     -0.131136
b_mileage_c                                       -0.002689
b_range_pw1_c                                      0.052615
b_range_pw2_c                                      0.099930
b_range_pw3_c                                      0.213391
b_loss_pw1_c                                      -0.002838
b_loss_pw2_c                                       0.002219
b_loss_pw3_c                                       0.001206
b_packreplace_c                                    0.011618
b_cellreplace_c                                    0.006836
b_price_c                                         -0.094082
b_no_choice_d                                      0.008717
b_mileage_d                                       -0.002792
b_range_pw1_d                                      0.005054
b_range_pw2_d                                      0.004453
b_range_pw3_d                                      0.009201
b_loss_pw1_d                                     4.5032e-04
b_loss_pw2_d                                       0.001334
b_loss_pw3_d                                     4.2915e-04
b_packreplace_d                                   -0.001698
b_cellreplace_d                                   -0.002986
b_price_d                                         -0.002809
b_no_choice_e                                      0.032327
b_mileage_e                                        0.001372
b_range_pw1_e                                      0.013783
b_range_pw2_e                                     -0.001936
b_range_pw3_e                                      0.001480
b_loss_pw1_e                                     5.2800e-04
b_loss_pw2_e                                       0.001090
b_loss_pw3_e                                       0.001288
b_packreplace_e                                   -0.001101
b_cellreplace_e                                   -0.003309
b_price_e                                         -0.007192
b_no_choice_f                                     -0.238100
b_mileage_f                                       -0.003030
b_range_pw1_f                                     -0.050936
b_range_pw2_f                                     -0.009089
b_range_pw3_f                                     -0.016663
b_loss_pw1_f                                      -0.001330
b_loss_pw2_f                                    -3.5375e-04
b_loss_pw3_f                                    -6.3512e-04
b_packreplace_f                                   -0.004469
b_cellreplace_f                                    0.002469
b_price_f                                         -0.032133
delta_b                                            0.023039
gamma_EV_rangeanxiety_b                           -0.002481
gamma_risktaker_b                                  0.013328
gamma_hhincome_b                                 1.8047e-04
gamma_ev_charge_b                                  0.012827
gamma_knowledge_ev_b                               0.005626
gamma_evb_environment_agree_b                     -0.003276
gamma_evb_function_disagree_b                      0.018591
gamma_hhveh_fuel_b                                -0.010921
gamma_veh_range_b                                  0.006887
gamma_suv_b                                        0.001092
delta_c                                            0.012891
gamma_EV_rangeanxiety_c                           -0.014271
gamma_risktaker_c                                 -0.006620
gamma_hhincome_c                                -7.2226e-04
gamma_ev_charge_c                                 -0.004297
gamma_knowledge_ev_c                               0.005078
gamma_evb_environment_agree_c                      0.007483
gamma_evb_function_disagree_c                      0.012595
gamma_hhveh_fuel_c                                 0.013181
gamma_veh_range_c                                 -0.003768
gamma_suv_c                                       -0.043257
delta_d                                            0.030197
gamma_EV_rangeanxiety_d                           -0.011633
gamma_risktaker_d                                 -0.010625
gamma_hhincome_d                                -5.5965e-04
gamma_ev_charge_d                                6.2771e-04
gamma_knowledge_ev_d                               0.003247
gamma_evb_environment_agree_d                      0.007877
gamma_evb_function_disagree_d                      0.007189
gamma_hhveh_fuel_d                               1.4287e-04
gamma_veh_range_d                                 -0.004772
gamma_suv_d                                       -0.001188
delta_e                                            0.024148
gamma_EV_rangeanxiety_e                           -0.011189
gamma_risktaker_e                                 -0.006002
gamma_hhincome_e                                -8.6626e-04
gamma_ev_charge_e                                 -0.007255
gamma_knowledge_ev_e                               0.001008
gamma_evb_environment_agree_e                      0.009694
gamma_evb_function_disagree_e                      0.008785
gamma_hhveh_fuel_e                               3.9262e-04
gamma_veh_range_e                                 -0.002472
gamma_suv_e                                        0.001193
delta_f                                            0.014836
gamma_EV_rangeanxiety_f                           -0.014878
gamma_risktaker_f                                 -0.007734
gamma_hhincome_f                                -6.6234e-04
gamma_ev_charge_f                                 -0.005971
gamma_knowledge_ev_f                              -0.001860
gamma_evb_environment_agree_f                      0.012414
gamma_evb_function_disagree_f                     -0.001034
gamma_hhveh_fuel_f                                -0.001831
gamma_veh_range_f                                 -0.001197
gamma_suv_f                                        0.009428
                                                b_mileage_b
b_no_choice_a                                   -3.0069e-04
b_mileage_a                                       6.031e-05
b_range_pw1_a                                   -4.4807e-04
b_range_pw2_a                                     2.319e-05
b_range_pw3_a                                   -2.3482e-04
b_loss_pw1_a                                      8.645e-06
b_loss_pw2_a                                     -2.559e-05
b_loss_pw3_a                                      8.156e-06
b_packreplace_a                                  -1.005e-05
b_cellreplace_a                                  -4.788e-05
b_price_a                                         4.786e-05
b_no_choice_b                                      0.016213
b_mileage_b                                        0.001658
b_range_pw1_b                                    7.1491e-04
b_range_pw2_b                                    3.6699e-04
b_range_pw3_b                                   -5.9721e-04
b_loss_pw1_b                                     1.6801e-04
b_loss_pw2_b                                     1.2756e-04
b_loss_pw3_b                                     2.1379e-04
b_packreplace_b                                 -2.2392e-04
b_cellreplace_b                                 -4.4920e-04
b_price_b                                          0.001945
b_no_choice_c                                     -0.003300
b_mileage_c                                     -6.0149e-04
b_range_pw1_c                                      0.001599
b_range_pw2_c                                    9.0189e-04
b_range_pw3_c                                     -0.001710
b_loss_pw1_c                                      1.634e-05
b_loss_pw2_c                                      4.435e-06
b_loss_pw3_c                                     -2.707e-05
b_packreplace_c                                 -1.5389e-04
b_cellreplace_c                                  -3.417e-05
b_price_c                                       -8.4090e-04
b_no_choice_d                                   -2.5557e-04
b_mileage_d                                     -2.0700e-04
b_range_pw1_d                                   -1.8258e-04
b_range_pw2_d                                    -8.445e-05
b_range_pw3_d                                     2.782e-05
b_loss_pw1_d                                      4.413e-05
b_loss_pw2_d                                      4.503e-05
b_loss_pw3_d                                      1.198e-05
b_packreplace_d                                   3.824e-05
b_cellreplace_d                                  -2.651e-05
b_price_d                                       -1.6239e-04
b_no_choice_e                                    3.6416e-04
b_mileage_e                                      -3.703e-05
b_range_pw1_e                                    8.6509e-04
b_range_pw2_e                                   -1.9587e-04
b_range_pw3_e                                     8.065e-05
b_loss_pw1_e                                      1.957e-06
b_loss_pw2_e                                      7.033e-06
b_loss_pw3_e                                     -4.428e-08
b_packreplace_e                                   8.523e-05
b_cellreplace_e                                  1.3123e-04
b_price_e                                       -2.7503e-04
b_no_choice_f                                     -0.004316
b_mileage_f                                     -1.2728e-04
b_range_pw1_f                                   -2.3831e-04
b_range_pw2_f                                   -3.6693e-04
b_range_pw3_f                                   -9.1283e-04
b_loss_pw1_f                                     -8.842e-05
b_loss_pw2_f                                     -5.129e-05
b_loss_pw3_f                                     -2.693e-05
b_packreplace_f                                  2.6111e-04
b_cellreplace_f                                  2.9655e-04
b_price_f                                       -1.7840e-04
delta_b                                            0.001193
gamma_EV_rangeanxiety_b                          -1.016e-05
gamma_risktaker_b                                8.2436e-04
gamma_hhincome_b                                  5.920e-06
gamma_ev_charge_b                                -5.110e-05
gamma_knowledge_ev_b                             1.0430e-04
gamma_evb_environment_agree_b                   -5.8892e-04
gamma_evb_function_disagree_b                   -1.0039e-04
gamma_hhveh_fuel_b                              -9.4825e-04
gamma_veh_range_b                                -3.827e-05
gamma_suv_b                                     -5.0624e-04
delta_c                                         -8.8614e-04
gamma_EV_rangeanxiety_c                         -1.5967e-04
gamma_risktaker_c                               -4.3249e-04
gamma_hhincome_c                                 -7.885e-06
gamma_ev_charge_c                                 6.637e-05
gamma_knowledge_ev_c                             3.0134e-04
gamma_evb_environment_agree_c                    6.3952e-04
gamma_evb_function_disagree_c                   -1.6490e-04
gamma_hhveh_fuel_c                               4.4596e-04
gamma_veh_range_c                                -4.140e-06
gamma_suv_c                                        0.001043
delta_d                                          7.7994e-04
gamma_EV_rangeanxiety_d                         -2.2295e-04
gamma_risktaker_d                               -3.3039e-04
gamma_hhincome_d                                 -2.729e-05
gamma_ev_charge_d                                -9.555e-05
gamma_knowledge_ev_d                            -1.8264e-04
gamma_evb_environment_agree_d                     2.337e-05
gamma_evb_function_disagree_d                   -1.1826e-04
gamma_hhveh_fuel_d                               1.8026e-04
gamma_veh_range_d                               -1.4286e-04
gamma_suv_d                                      -7.267e-05
delta_e                                         -2.1517e-04
gamma_EV_rangeanxiety_e                           2.407e-05
gamma_risktaker_e                               -1.8564e-04
gamma_hhincome_e                                 -5.170e-06
gamma_ev_charge_e                                -3.046e-05
gamma_knowledge_ev_e                             -4.580e-05
gamma_evb_environment_agree_e                     9.869e-05
gamma_evb_function_disagree_e                    2.3283e-04
gamma_hhveh_fuel_e                               1.5371e-04
gamma_veh_range_e                                 4.599e-05
gamma_suv_e                                      -1.943e-05
delta_f                                         -7.7641e-04
gamma_EV_rangeanxiety_f                           2.791e-05
gamma_risktaker_f                               -2.7747e-04
gamma_hhincome_f                                  2.697e-05
gamma_ev_charge_f                               -1.4429e-04
gamma_knowledge_ev_f                              2.016e-05
gamma_evb_environment_agree_f                    1.4940e-04
gamma_evb_function_disagree_f                    3.3751e-04
gamma_hhveh_fuel_f                               1.3795e-04
gamma_veh_range_f                                1.5706e-04
gamma_suv_f                                       4.195e-05
                                              b_range_pw1_b
b_no_choice_a                                      0.001720
b_mileage_a                                     -1.5941e-04
b_range_pw1_a                                    5.1103e-04
b_range_pw2_a                                      0.001029
b_range_pw3_a                                    6.2027e-04
b_loss_pw1_a                                      2.402e-05
b_loss_pw2_a                                     1.4181e-04
b_loss_pw3_a                                      8.510e-05
b_packreplace_a                                  -9.872e-05
b_cellreplace_a                                 -2.1108e-04
b_price_a                                        2.1525e-04
b_no_choice_b                                      0.103795
b_mileage_b                                      7.1491e-04
b_range_pw1_b                                      0.078982
b_range_pw2_b                                     -0.009270
b_range_pw3_b                                      0.007543
b_loss_pw1_b                                       0.001064
b_loss_pw2_b                                      1.779e-06
b_loss_pw3_b                                     9.2453e-04
b_packreplace_b                                    0.008206
b_cellreplace_b                                    0.006861
b_price_b                                         -0.001240
b_no_choice_c                                    6.1548e-04
b_mileage_c                                     -7.5676e-04
b_range_pw1_c                                      0.018222
b_range_pw2_c                                      0.019497
b_range_pw3_c                                      0.026170
b_loss_pw1_c                                    -3.6128e-04
b_loss_pw2_c                                     5.4474e-04
b_loss_pw3_c                                     2.1454e-04
b_packreplace_c                                 -5.6510e-04
b_cellreplace_c                                 -6.4215e-04
b_price_c                                         -0.011085
b_no_choice_d                                     -0.003574
b_mileage_d                                      -3.450e-05
b_range_pw1_d                                     -0.001663
b_range_pw2_d                                      0.001267
b_range_pw3_d                                    9.1450e-04
b_loss_pw1_d                                    -1.5604e-04
b_loss_pw2_d                                    -1.1493e-04
b_loss_pw3_d                                     -2.663e-05
b_packreplace_d                                   -0.001535
b_cellreplace_d                                   -0.001425
b_price_d                                        1.7630e-04
b_no_choice_e                                     -0.001369
b_mileage_e                                      -9.801e-05
b_range_pw1_e                                   -6.8372e-04
b_range_pw2_e                                      0.001036
b_range_pw3_e                                    6.6251e-04
b_loss_pw1_e                                    -1.5375e-04
b_loss_pw2_e                                     -3.948e-05
b_loss_pw3_e                                     -5.185e-05
b_packreplace_e                                 -2.7544e-04
b_cellreplace_e                                 -4.5621e-04
b_price_e                                        6.1278e-04
b_no_choice_f                                     -0.020703
b_mileage_f                                     -6.7160e-04
b_range_pw1_f                                     -0.011732
b_range_pw2_f                                      0.001446
b_range_pw3_f                                     -0.003344
b_loss_pw1_f                                     -7.052e-05
b_loss_pw2_f                                     2.9115e-04
b_loss_pw3_f                                     -9.377e-05
b_packreplace_f                                 -7.6491e-04
b_cellreplace_f                                    0.001105
b_price_f                                         -0.001828
delta_b                                           -0.004697
gamma_EV_rangeanxiety_b                            0.003400
gamma_risktaker_b                                7.8277e-04
gamma_hhincome_b                                  7.028e-05
gamma_ev_charge_b                                  0.002380
gamma_knowledge_ev_b                            -2.8112e-04
gamma_evb_environment_agree_b                   -3.2525e-04
gamma_evb_function_disagree_b                      0.004931
gamma_hhveh_fuel_b                                 0.001553
gamma_veh_range_b                                  0.001525
gamma_suv_b                                       -0.004348
delta_c                                           -0.002308
gamma_EV_rangeanxiety_c                           -0.003293
gamma_risktaker_c                               -8.4543e-04
gamma_hhincome_c                                -1.1762e-04
gamma_ev_charge_c                                1.4241e-04
gamma_knowledge_ev_c                             4.8351e-04
gamma_evb_environment_agree_c                    1.0349e-04
gamma_evb_function_disagree_c                    5.4245e-04
gamma_hhveh_fuel_c                               8.9482e-04
gamma_veh_range_c                               -1.2373e-04
gamma_suv_c                                       -0.001768
delta_d                                            0.002045
gamma_EV_rangeanxiety_d                          7.1392e-04
gamma_risktaker_d                               -6.0732e-04
gamma_hhincome_d                                  7.854e-05
gamma_ev_charge_d                               -3.4644e-04
gamma_knowledge_ev_d                             5.5536e-04
gamma_evb_environment_agree_d                    5.2644e-04
gamma_evb_function_disagree_d                     -0.001175
gamma_hhveh_fuel_d                              -8.7301e-04
gamma_veh_range_d                               -3.4677e-04
gamma_suv_d                                     -6.1780e-04
delta_e                                          4.6518e-04
gamma_EV_rangeanxiety_e                          2.5569e-04
gamma_risktaker_e                               -3.0689e-04
gamma_hhincome_e                                  1.295e-05
gamma_ev_charge_e                                4.1755e-04
gamma_knowledge_ev_e                              5.298e-05
gamma_evb_environment_agree_e                   -2.5825e-04
gamma_evb_function_disagree_e                     -0.001047
gamma_hhveh_fuel_e                              -7.2629e-04
gamma_veh_range_e                               -1.8775e-04
gamma_suv_e                                        0.001204
delta_f                                            0.005153
gamma_EV_rangeanxiety_f                           -0.001091
gamma_risktaker_f                                 -0.001596
gamma_hhincome_f                                -2.0607e-04
gamma_ev_charge_f                               -7.0310e-04
gamma_knowledge_ev_f                            -5.6190e-04
gamma_evb_environment_agree_f                      0.001234
gamma_evb_function_disagree_f                     -0.002277
gamma_hhveh_fuel_f                                -0.001418
gamma_veh_range_f                               -8.7395e-04
gamma_suv_f                                      4.3632e-04
                                              b_range_pw2_b
b_no_choice_a                                     -0.005037
b_mileage_a                                        0.001310
b_range_pw1_a                                     -0.008609
b_range_pw2_a                                      0.009285
b_range_pw3_a                                   -1.9813e-04
b_loss_pw1_a                                     3.3207e-04
b_loss_pw2_a                                     1.5423e-04
b_loss_pw3_a                                    -1.2556e-04
b_packreplace_a                                  8.6371e-04
b_cellreplace_a                                 -8.9602e-04
b_price_a                                         -0.002009
b_no_choice_b                                      0.034026
b_mileage_b                                      3.6699e-04
b_range_pw1_b                                     -0.009270
b_range_pw2_b                                      0.059818
b_range_pw3_b                                     -0.008332
b_loss_pw1_b                                     9.5943e-04
b_loss_pw2_b                                      9.599e-06
b_loss_pw3_b                                    -2.6779e-04
b_packreplace_b                                  7.2520e-04
b_cellreplace_b                                    0.002101
b_price_b                                          0.003446
b_no_choice_c                                     -0.025063
b_mileage_c                                     -9.3917e-04
b_range_pw1_c                                      0.007399
b_range_pw2_c                                      0.011941
b_range_pw3_c                                      0.021579
b_loss_pw1_c                                    -1.7082e-04
b_loss_pw2_c                                     4.4301e-04
b_loss_pw3_c                                      5.884e-05
b_packreplace_c                                  9.7886e-04
b_cellreplace_c                                   9.672e-05
b_price_c                                         -0.009944
b_no_choice_d                                     -0.003565
b_mileage_d                                     -2.4114e-04
b_range_pw1_d                                    5.0775e-04
b_range_pw2_d                                     -0.001499
b_range_pw3_d                                      0.001546
b_loss_pw1_d                                    -1.4520e-04
b_loss_pw2_d                                     -6.782e-07
b_loss_pw3_d                                     -2.503e-05
b_packreplace_d                                  2.5201e-04
b_cellreplace_d                                  1.2546e-04
b_price_d                                       -4.6771e-04
b_no_choice_e                                      0.007856
b_mileage_e                                     -1.3071e-04
b_range_pw1_e                                      0.010431
b_range_pw2_e                                     -0.005373
b_range_pw3_e                                      0.002163
b_loss_pw1_e                                    -1.0987e-04
b_loss_pw2_e                                     -3.020e-06
b_loss_pw3_e                                      1.450e-07
b_packreplace_e                                 -2.0360e-04
b_cellreplace_e                                   9.628e-05
b_price_e                                       -1.2821e-04
b_no_choice_f                                     -0.012939
b_mileage_f                                      3.2312e-04
b_range_pw1_f                                     -0.004101
b_range_pw2_f                                     -0.007057
b_range_pw3_f                                   -4.0570e-04
b_loss_pw1_f                                     -3.405e-05
b_loss_pw2_f                                    -2.7137e-04
b_loss_pw3_f                                     -9.890e-05
b_packreplace_f                                  2.1150e-04
b_cellreplace_f                                 -3.4041e-04
b_price_f                                       -8.9942e-04
delta_b                                         -5.0844e-04
gamma_EV_rangeanxiety_b                            0.001525
gamma_risktaker_b                               -3.4908e-04
gamma_hhincome_b                                -1.6606e-04
gamma_ev_charge_b                                3.8023e-04
gamma_knowledge_ev_b                               0.002732
gamma_evb_environment_agree_b                    3.4197e-04
gamma_evb_function_disagree_b                      0.001677
gamma_hhveh_fuel_b                                -0.002624
gamma_veh_range_b                                2.1712e-04
gamma_suv_b                                        0.001240
delta_c                                           -0.006482
gamma_EV_rangeanxiety_c                         -3.7099e-04
gamma_risktaker_c                                2.0540e-04
gamma_hhincome_c                                  6.453e-05
gamma_ev_charge_c                                  0.001127
gamma_knowledge_ev_c                             -3.382e-05
gamma_evb_environment_agree_c                    3.6634e-04
gamma_evb_function_disagree_c                   -3.0549e-04
gamma_hhveh_fuel_c                                 0.002977
gamma_veh_range_c                               -1.4084e-04
gamma_suv_c                                       -0.003995
delta_d                                           -0.002159
gamma_EV_rangeanxiety_d                          -4.364e-05
gamma_risktaker_d                                3.1730e-04
gamma_hhincome_d                                  8.460e-05
gamma_ev_charge_d                                  0.001085
gamma_knowledge_ev_d                            -7.4504e-04
gamma_evb_environment_agree_d                      0.001221
gamma_evb_function_disagree_d                     -0.001497
gamma_hhveh_fuel_d                                 0.001218
gamma_veh_range_d                                3.1742e-04
gamma_suv_d                                     -5.2117e-04
delta_e                                           -0.003251
gamma_EV_rangeanxiety_e                          8.9801e-04
gamma_risktaker_e                                -2.822e-05
gamma_hhincome_e                                  7.666e-05
gamma_ev_charge_e                                2.9957e-04
gamma_knowledge_ev_e                            -7.8309e-04
gamma_evb_environment_agree_e                     4.235e-05
gamma_evb_function_disagree_e                    7.1950e-04
gamma_hhveh_fuel_e                                 0.001277
gamma_veh_range_e                                4.0635e-04
gamma_suv_e                                      -7.000e-05
delta_f                                           -0.003390
gamma_EV_rangeanxiety_f                          3.5651e-04
gamma_risktaker_f                               -1.6820e-04
gamma_hhincome_f                                 1.9748e-04
gamma_ev_charge_f                               -1.9548e-04
gamma_knowledge_ev_f                            -6.1818e-04
gamma_evb_environment_agree_f                   -8.5093e-04
gamma_evb_function_disagree_f                   -1.1100e-04
gamma_hhveh_fuel_f                               4.0393e-04
gamma_veh_range_f                                5.3698e-04
gamma_suv_f                                     -3.5085e-04
                                              b_range_pw3_b
b_no_choice_a                                     -0.003819
b_mileage_a                                       -0.002451
b_range_pw1_a                                    5.9891e-04
b_range_pw2_a                                     -0.008750
b_range_pw3_a                                     -0.001216
b_loss_pw1_a                                    -5.8501e-04
b_loss_pw2_a                                    -4.4933e-04
b_loss_pw3_a                                    -1.4612e-04
b_packreplace_a                                 -1.9929e-04
b_cellreplace_a                                    0.001829
b_price_a                                          0.004189
b_no_choice_b                                      0.032606
b_mileage_b                                     -5.9721e-04
b_range_pw1_b                                      0.007543
b_range_pw2_b                                     -0.008332
b_range_pw3_b                                      0.035832
b_loss_pw1_b                                       0.001392
b_loss_pw2_b                                     8.0098e-04
b_loss_pw3_b                                     3.0179e-04
b_packreplace_b                                    0.003787
b_cellreplace_b                                    0.004919
b_price_b                                         -0.004341
b_no_choice_c                                     -0.026136
b_mileage_c                                        0.002148
b_range_pw1_c                                   -8.0033e-04
b_range_pw2_c                                      0.018392
b_range_pw3_c                                      0.072789
b_loss_pw1_c                                    -5.3580e-04
b_loss_pw2_c                                     5.6278e-04
b_loss_pw3_c                                     3.4903e-04
b_packreplace_c                                    0.006126
b_cellreplace_c                                    0.003663
b_price_c                                         -0.021877
b_no_choice_d                                     -0.004677
b_mileage_d                                     -2.7333e-04
b_range_pw1_d                                      0.001956
b_range_pw2_d                                      0.002316
b_range_pw3_d                                      0.002083
b_loss_pw1_d                                    -2.5664e-04
b_loss_pw2_d                                    -1.8467e-04
b_loss_pw3_d                                     -6.741e-05
b_packreplace_d                                 -5.9528e-04
b_cellreplace_d                                 -6.3037e-04
b_price_d                                        1.3656e-04
b_no_choice_e                                      0.003948
b_mileage_e                                      1.3937e-04
b_range_pw1_e                                   -6.9359e-04
b_range_pw2_e                                    9.4100e-04
b_range_pw3_e                                     -0.002529
b_loss_pw1_e                                     2.0393e-04
b_loss_pw2_e                                     1.7131e-04
b_loss_pw3_e                                     2.5124e-04
b_packreplace_e                                 -5.2125e-04
b_cellreplace_e                                 -9.6405e-04
b_price_e                                       -3.1620e-04
b_no_choice_f                                     -0.052519
b_mileage_f                                       -0.001005
b_range_pw1_f                                     -0.013203
b_range_pw2_f                                      0.003542
b_range_pw3_f                                     -0.007354
b_loss_pw1_f                                      6.581e-05
b_loss_pw2_f                                     3.7394e-04
b_loss_pw3_f                                      2.607e-05
b_packreplace_f                                   -0.002865
b_cellreplace_f                                   4.932e-05
b_price_f                                         -0.006800
delta_b                                           -0.008772
gamma_EV_rangeanxiety_b                         -1.1599e-04
gamma_risktaker_b                                 -0.003221
gamma_hhincome_b                                 1.4713e-04
gamma_ev_charge_b                                  0.003712
gamma_knowledge_ev_b                               0.002483
gamma_evb_environment_agree_b                      0.004285
gamma_evb_function_disagree_b                      0.006709
gamma_hhveh_fuel_b                                 0.002940
gamma_veh_range_b                                  0.002194
gamma_suv_b                                        0.004330
delta_c                                            0.009187
gamma_EV_rangeanxiety_c                         -5.1371e-04
gamma_risktaker_c                                  0.001365
gamma_hhincome_c                                -1.8869e-04
gamma_ev_charge_c                                 -0.002126
gamma_knowledge_ev_c                              -0.002302
gamma_evb_environment_agree_c                     -0.003433
gamma_evb_function_disagree_c                      0.003556
gamma_hhveh_fuel_c                                 0.001324
gamma_veh_range_c                               -6.8016e-04
gamma_suv_c                                       -0.021914
delta_d                                         -5.5960e-04
gamma_EV_rangeanxiety_d                         -3.3374e-04
gamma_risktaker_d                                 9.458e-05
gamma_hhincome_d                                  8.600e-05
gamma_ev_charge_d                                2.2681e-04
gamma_knowledge_ev_d                             7.7989e-04
gamma_evb_environment_agree_d                      0.001360
gamma_evb_function_disagree_d                      0.001815
gamma_hhveh_fuel_d                              -6.3022e-04
gamma_veh_range_d                                6.3296e-04
gamma_suv_d                                        0.002655
delta_e                                            0.005771
gamma_EV_rangeanxiety_e                           -0.001959
gamma_risktaker_e                               -7.4138e-04
gamma_hhincome_e                                -1.5523e-04
gamma_ev_charge_e                                 -0.001450
gamma_knowledge_ev_e                            -2.4479e-04
gamma_evb_environment_agree_e                      0.001094
gamma_evb_function_disagree_e                      0.001311
gamma_hhveh_fuel_e                              -6.2046e-04
gamma_veh_range_e                               -5.9719e-04
gamma_suv_e                                      3.8989e-04
delta_f                                            0.003020
gamma_EV_rangeanxiety_f                           -0.004038
gamma_risktaker_f                                 -0.001272
gamma_hhincome_f                                -3.6903e-04
gamma_ev_charge_f                               -2.3240e-04
gamma_knowledge_ev_f                              7.780e-05
gamma_evb_environment_agree_f                      0.001338
gamma_evb_function_disagree_f                     -0.002509
gamma_hhveh_fuel_f                               1.3281e-04
gamma_veh_range_f                               -8.4924e-04
gamma_suv_f                                        0.005249
                                               b_loss_pw1_b
b_no_choice_a                                   -4.8835e-04
b_mileage_a                                     -3.9447e-04
b_range_pw1_a                                   -1.8975e-04
b_range_pw2_a                                   -9.6882e-04
b_range_pw3_a                                   -2.3641e-04
b_loss_pw1_a                                     -7.636e-05
b_loss_pw2_a                                     -4.487e-05
b_loss_pw3_a                                     -1.550e-05
b_packreplace_a                                  -9.194e-05
b_cellreplace_a                                  1.9456e-04
b_price_a                                        7.5446e-04
b_no_choice_b                                      0.016566
b_mileage_b                                      1.6801e-04
b_range_pw1_b                                      0.001064
b_range_pw2_b                                    9.5943e-04
b_range_pw3_b                                      0.001392
b_loss_pw1_b                                     8.1601e-04
b_loss_pw2_b                                     1.6957e-04
b_loss_pw3_b                                     2.1212e-04
b_packreplace_b                                  2.7972e-04
b_cellreplace_b                                  5.6224e-04
b_price_b                                        9.8248e-04
b_no_choice_c                                     -0.004354
b_mileage_c                                      1.3032e-04
b_range_pw1_c                                    8.6634e-04
b_range_pw2_c                                      0.003139
b_range_pw3_c                                      0.008701
b_loss_pw1_c                                    -1.3789e-04
b_loss_pw2_c                                      8.402e-05
b_loss_pw3_c                                      5.199e-05
b_packreplace_c                                  6.4661e-04
b_cellreplace_c                                  4.0929e-04
b_price_c                                         -0.003125
b_no_choice_d                                    8.3108e-04
b_mileage_d                                      -5.356e-05
b_range_pw1_d                                    3.2508e-04
b_range_pw2_d                                    2.2934e-04
b_range_pw3_d                                    3.4318e-04
b_loss_pw1_d                                     -3.949e-06
b_loss_pw2_d                                      4.815e-05
b_loss_pw3_d                                      1.726e-05
b_packreplace_d                                  -1.616e-06
b_cellreplace_d                                  -1.599e-05
b_price_d                                        -2.908e-05
b_no_choice_e                                    8.0059e-04
b_mileage_e                                       3.594e-05
b_range_pw1_e                                    4.5701e-04
b_range_pw2_e                                    -8.194e-05
b_range_pw3_e                                    -1.579e-05
b_loss_pw1_e                                     -6.559e-06
b_loss_pw2_e                                      2.098e-05
b_loss_pw3_e                                      2.179e-05
b_packreplace_e                                  -5.612e-05
b_cellreplace_e                                 -1.2808e-04
b_price_e                                       -1.1801e-04
b_no_choice_f                                     -0.006955
b_mileage_f                                      -8.074e-05
b_range_pw1_f                                     -0.001396
b_range_pw2_f                                     1.843e-06
b_range_pw3_f                                   -1.2358e-04
b_loss_pw1_f                                     -2.790e-05
b_loss_pw2_f                                      4.714e-05
b_loss_pw3_f                                     -1.705e-05
b_packreplace_f                                 -2.5713e-04
b_cellreplace_f                                   7.053e-05
b_price_f                                         -0.001485
delta_b                                           7.053e-05
gamma_EV_rangeanxiety_b                         -1.1075e-04
gamma_risktaker_b                                1.5410e-04
gamma_hhincome_b                                  1.060e-05
gamma_ev_charge_b                                4.3113e-04
gamma_knowledge_ev_b                             3.6413e-04
gamma_evb_environment_agree_b                     7.878e-05
gamma_evb_function_disagree_b                    6.5678e-04
gamma_hhveh_fuel_b                               -4.420e-06
gamma_veh_range_b                                3.0322e-04
gamma_suv_b                                      1.5096e-04
delta_c                                          5.0228e-04
