Model run by wuxiatian using Apollo 0.3.4 on R 4.4.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : piecewise_rangeloss_car_suv_lc_6c_1
Model description                           : LC model with 6 classes, piecewise linear range and range loss
Model run at                                : 2026-05-28 17:46:22.938038
Estimation method                           : bgw
Model diagnosis                             : Relative function convergence
Optimisation diagnosis                      : Maximum found
     hessian properties                     : Negative definite
     maximum eigenvalue                     : -0.39384
     reciprocal of condition number         : 4.86717e-06
Number of individuals                       : 2916
Number of rows in database                  : 17496
Number of modelled outcomes                 : 17496

Number of cores used                        :  6 
Model without mixing
b_loss_pw3_c                                      2.470e-06
b_packreplace_c                                    0.008330
b_cellreplace_c                                    0.014604
b_price_c                                         -0.001932
b_no_choice_d                                     -0.007741
b_mileage_d                                       5.871e-05
b_range_pw1_d                                     -0.001169
b_range_pw2_d                                   -4.9235e-04
b_range_pw3_d                                   -5.9612e-04
b_loss_pw1_d                                     -2.784e-05
b_loss_pw2_d                                     -1.619e-05
b_loss_pw3_d                                      1.476e-05
b_packreplace_d                                   -0.001077
b_cellreplace_d                                   -0.001291
b_price_d                                         -0.001151
b_no_choice_e                                    1.9564e-04
b_mileage_e                                       4.054e-06
b_range_pw1_e                                   -3.7133e-04
b_range_pw2_e                                    -9.432e-05
b_range_pw3_e                                    7.9307e-04
b_loss_pw1_e                                      6.439e-05
b_loss_pw2_e                                      3.798e-05
b_loss_pw3_e                                      9.188e-05
b_packreplace_e                                   -0.001297
b_cellreplace_e                                   -0.001846
b_price_e                                        2.3777e-04
b_no_choice_f                                    1.4862e-04
b_mileage_f                                      -6.804e-05
b_range_pw1_f                                    5.2619e-04
b_range_pw2_f                                    1.9205e-04
b_range_pw3_f                                    8.2393e-04
b_loss_pw1_f                                     -3.432e-06
b_loss_pw2_f                                      6.514e-07
b_loss_pw3_f                                     -4.883e-06
b_packreplace_f                                 -3.2313e-04
b_cellreplace_f                                 -5.5304e-04
b_price_f                                        -1.799e-05
delta_a                                          2.7049e-04
gamma_EV_rangeanxiety_a                         -2.7583e-04
gamma_risktaker_a                               -2.4678e-04
gamma_hhincome_a                                 -8.728e-06
gamma_ev_charge_a                                2.7664e-04
gamma_knowledge_ev_a                            -1.6917e-04
gamma_evb_environment_agree_a                    2.5573e-04
gamma_evb_function_disagree_a                    -6.814e-05
gamma_hhveh_fuel_a                               3.9195e-04
gamma_veh_range_a                                -5.367e-05
gamma_suv_a                                     -3.3018e-04
delta_b                                          2.5213e-04
gamma_EV_rangeanxiety_b                         -1.2886e-04
gamma_risktaker_b                               -4.1367e-04
gamma_hhincome_b                                 -1.287e-05
gamma_ev_charge_b                                3.0311e-04
gamma_knowledge_ev_b                            -2.8361e-04
gamma_evb_environment_agree_b                    2.9867e-04
gamma_evb_function_disagree_b                    -7.596e-05
gamma_hhveh_fuel_b                               3.5108e-04
gamma_veh_range_b                                -6.258e-05
gamma_suv_b                                     -1.9218e-04
delta_c                                         -8.2801e-04
gamma_EV_rangeanxiety_c                         -7.1945e-04
gamma_risktaker_c                               -9.5178e-04
gamma_hhincome_c                                 -4.975e-06
gamma_ev_charge_c                                  0.001130
gamma_knowledge_ev_c                            -9.0085e-04
gamma_evb_environment_agree_c                    9.5504e-04
gamma_evb_function_disagree_c                    5.3099e-04
gamma_hhveh_fuel_c                                 0.001486
gamma_veh_range_c                                1.1692e-04
gamma_suv_c                                       -0.001878
delta_d                                          2.7148e-04
gamma_EV_rangeanxiety_d                         -5.1679e-04
gamma_risktaker_d                               -1.8709e-04
gamma_hhincome_d                                 -1.144e-05
gamma_ev_charge_d                                1.8732e-04
gamma_knowledge_ev_d                            -1.2071e-04
gamma_evb_environment_agree_d                    2.1601e-04
gamma_evb_function_disagree_d                   -5.3581e-04
gamma_hhveh_fuel_d                               6.2422e-04
gamma_veh_range_d                               -1.8718e-04
gamma_suv_d                                     -1.1993e-04
gamma_knowledge_ev_e                             2.2139e-04
delta_f                                          -5.295e-05
gamma_EV_rangeanxiety_f                         -1.1350e-04
gamma_risktaker_f                               -4.0271e-04
gamma_hhincome_f                                 -1.070e-05
gamma_ev_charge_f                                1.8431e-04
gamma_evb_environment_agree_f                    2.0171e-04
gamma_evb_function_disagree_f                    1.0244e-04
gamma_hhveh_fuel_f                               3.6694e-04
gamma_veh_range_f                                 5.989e-05
gamma_suv_f                                       4.020e-05
                                                  b_price_c
b_no_choice_a                                      0.001203
b_mileage_a                                      1.3232e-04
b_range_pw1_a                                      0.001355
b_range_pw2_a                                   -6.4371e-04
b_range_pw3_a                                    -2.919e-05
b_loss_pw1_a                                      3.219e-05
b_loss_pw2_a                                      5.725e-07
b_loss_pw3_a                                     -3.152e-06
b_packreplace_a                                 -1.8213e-04
b_cellreplace_a                                 -1.4358e-04
b_price_a                                       -1.9716e-04
b_no_choice_b                                     -0.001992
b_mileage_b                                       1.839e-05
b_range_pw1_b                                     -0.001644
b_range_pw2_b                                    9.1954e-04
b_range_pw3_b                                   -2.4642e-04
b_loss_pw1_b                                      1.022e-05
b_loss_pw2_b                                     -1.057e-05
b_loss_pw3_b                                     -1.687e-06
b_packreplace_b                                  2.6221e-04
b_cellreplace_b                                  3.5923e-04
b_price_b                                       -2.0542e-04
b_no_choice_c                                      0.039297
b_mileage_c                                      6.7432e-04
b_range_pw1_c                                     -0.011735
b_range_pw2_c                                     -0.022278
b_range_pw3_c                                     -0.041115
b_loss_pw1_c                                     7.2813e-04
b_loss_pw2_c                                      3.558e-05
b_loss_pw3_c                                      6.004e-05
b_packreplace_c                                   -0.003165
b_cellreplace_c                                   -0.001932
b_price_c                                          0.023948
b_no_choice_d                                      0.025795
b_mileage_d                                       4.300e-05
b_range_pw1_d                                      0.008727
b_range_pw2_d                                      0.003520
b_range_pw3_d                                      0.005428
b_loss_pw1_d                                     -5.121e-05
b_loss_pw2_d                                     -3.203e-05
b_loss_pw3_d                                      4.423e-05
b_packreplace_d                                  3.3699e-04
b_cellreplace_d                                 -4.9938e-04
b_price_d                                          0.002925
b_no_choice_e                                     -0.024538
b_mileage_e                                     -3.3993e-04
b_range_pw1_e                                     -0.002891
b_range_pw2_e                                     -0.002781
b_range_pw3_e                                     -0.004802
b_loss_pw1_e                                    -7.4591e-04
b_loss_pw2_e                                    -3.7766e-04
b_loss_pw3_e                                    -4.3557e-04
b_packreplace_e                                 -7.8509e-04
b_cellreplace_e                                   -0.001224
b_price_e                                         -0.002667
b_no_choice_f                                     -0.003337
b_mileage_f                                      2.0515e-04
b_range_pw1_f                                     -0.003726
b_range_pw2_f                                     -0.001811
b_range_pw3_f                                     -0.003000
b_loss_pw1_f                                      9.253e-05
b_loss_pw2_f                                     -1.481e-05
b_loss_pw3_f                                      1.975e-05
b_packreplace_f                                   2.344e-05
b_cellreplace_f                                  -1.101e-06
b_price_f                                         6.670e-05
delta_a                                         -9.2381e-04
gamma_EV_rangeanxiety_a                          3.7984e-04
gamma_risktaker_a                                -6.383e-05
gamma_hhincome_a                                  4.842e-05
gamma_ev_charge_a                                  0.001004
gamma_knowledge_ev_a                             2.1242e-04
gamma_evb_environment_agree_a                    3.1867e-04
gamma_evb_function_disagree_a                      0.001624
gamma_hhveh_fuel_a                              -5.6281e-04
gamma_veh_range_a                                5.9052e-04
gamma_suv_a                                      7.7512e-04
delta_b                                           -0.001104
gamma_EV_rangeanxiety_b                          3.2082e-04
gamma_risktaker_b                                2.7390e-04
gamma_hhincome_b                                  6.853e-05
gamma_ev_charge_b                                9.6203e-04
gamma_knowledge_ev_b                             5.1233e-04
gamma_evb_environment_agree_b                    2.6262e-04
gamma_evb_function_disagree_b                      0.001395
gamma_hhveh_fuel_b                              -6.0602e-04
gamma_veh_range_b                                6.0513e-04
gamma_suv_b                                      2.8902e-04
delta_c                                          7.5448e-04
gamma_EV_rangeanxiety_c                          1.2484e-04
gamma_risktaker_c                                7.9906e-04
gamma_hhincome_c                                  9.375e-05
gamma_ev_charge_c                                  0.001186
gamma_knowledge_ev_c                             2.0277e-04
gamma_evb_environment_agree_c                    4.5031e-04
gamma_evb_function_disagree_c                    3.5932e-04
gamma_hhveh_fuel_c                                -0.003453
gamma_veh_range_c                                8.7346e-04
gamma_suv_c                                        0.007659
delta_d                                           -0.001314
gamma_EV_rangeanxiety_d                            0.001638
gamma_risktaker_d                                9.8054e-04
gamma_hhincome_d                                 2.1562e-04
gamma_ev_charge_d                                  0.001427
gamma_knowledge_ev_d                             4.7414e-04
gamma_evb_environment_agree_d                    2.0514e-04
gamma_evb_function_disagree_d                      0.002725
gamma_hhveh_fuel_d                              -6.8461e-04
gamma_veh_range_d                                8.2814e-04
gamma_suv_d                                     -4.9902e-04
gamma_knowledge_ev_e                            -4.1964e-04
delta_f                                         -2.0350e-04
gamma_EV_rangeanxiety_f                           6.136e-05
gamma_risktaker_f                                8.6737e-04
gamma_hhincome_f                                  1.123e-05
gamma_ev_charge_f                                4.4846e-04
gamma_evb_environment_agree_f                   -3.9748e-04
gamma_evb_function_disagree_f                      0.001076
gamma_hhveh_fuel_f                              -8.4131e-04
gamma_veh_range_f                                1.1484e-04
gamma_suv_f                                      6.3434e-04
                                              b_no_choice_d
b_no_choice_a                                     -0.002017
b_mileage_a                                       -0.004128
b_range_pw1_a                                      0.002037
b_range_pw2_a                                      0.005821
b_range_pw3_a                                      0.008559
b_loss_pw1_a                                    -8.5373e-04
b_loss_pw2_a                                     9.3123e-04
b_loss_pw3_a                                    -5.9774e-04
b_packreplace_a                                 -1.9510e-04
b_cellreplace_a                                  9.3065e-04
b_price_a                                         1.759e-05
b_no_choice_b                                     -0.002800
b_mileage_b                                     -2.6286e-04
b_range_pw1_b                                     -0.019476
b_range_pw2_b                                      0.002269
b_range_pw3_b                                     -0.002081
b_loss_pw1_b                                    -4.8016e-04
b_loss_pw2_b                                    -2.9827e-04
b_loss_pw3_b                                     6.7284e-04
b_packreplace_b                                   -0.004936
b_cellreplace_b                                   -0.003681
b_price_b                                          0.009594
b_no_choice_c                                      0.082749
b_mileage_c                                       -0.001920
b_range_pw1_c                                      0.033140
b_range_pw2_c                                      0.010815
b_range_pw3_c                                     -0.042117
b_loss_pw1_c                                    -8.8460e-04
b_loss_pw2_c                                    -6.4274e-04
b_loss_pw3_c                                    -4.0213e-04
b_packreplace_c                                   -0.010384
b_cellreplace_c                                   -0.007741
b_price_c                                          0.025795
b_no_choice_d                                      1.150362
b_mileage_d                                        0.014350
b_range_pw1_d                                      0.065759
b_range_pw2_d                                     -0.012254
b_range_pw3_d                                      0.038479
b_loss_pw1_d                                       0.010599
b_loss_pw2_d                                     8.0686e-04
b_loss_pw3_d                                       0.003603
b_packreplace_d                                    0.021762
b_cellreplace_d                                    0.005915
b_price_d                                          0.228732
b_no_choice_e                                     -0.060854
b_mileage_e                                       -0.001361
b_range_pw1_e                                     -0.011632
b_range_pw2_e                                    1.7439e-04
b_range_pw3_e                                     -0.009607
b_loss_pw1_e                                      -0.001696
b_loss_pw2_e                                    -4.7033e-04
b_loss_pw3_e                                      -0.002069
b_packreplace_e                                   -0.002416
b_cellreplace_e                                   -0.002035
b_price_e                                         -0.003581
b_no_choice_f                                     -0.003005
b_mileage_f                                     -3.0046e-04
b_range_pw1_f                                     -0.009876
b_range_pw2_f                                     -0.003150
b_range_pw3_f                                     -0.001732
b_loss_pw1_f                                    -1.9062e-04
b_loss_pw2_f                                    -1.3759e-04
b_loss_pw3_f                                      3.485e-05
b_packreplace_f                                   -0.009514
b_cellreplace_f                                   -0.009259
b_price_f                                          0.008753
delta_a                                           -0.005993
gamma_EV_rangeanxiety_a                           4.974e-05
gamma_risktaker_a                               -6.0328e-04
gamma_hhincome_a                                  6.783e-05
gamma_ev_charge_a                                8.4422e-04
gamma_knowledge_ev_a                             5.4721e-04
gamma_evb_environment_agree_a                     -0.001402
gamma_evb_function_disagree_a                      0.005218
gamma_hhveh_fuel_a                                 0.001123
gamma_veh_range_a                                  0.001833
gamma_suv_a                                        0.002451
delta_b                                         -6.5138e-04
gamma_EV_rangeanxiety_b                           -0.001262
gamma_risktaker_b                                  0.002521
gamma_hhincome_b                                 2.8901e-04
gamma_ev_charge_b                                  0.001015
gamma_knowledge_ev_b                               0.002185
gamma_evb_environment_agree_b                     -0.002820
gamma_evb_function_disagree_b                     -0.003769
gamma_hhveh_fuel_b                                -0.003227
gamma_veh_range_b                                6.8190e-04
gamma_suv_b                                       -0.002767
delta_c                                           -0.018182
gamma_EV_rangeanxiety_c                           -0.002208
gamma_risktaker_c                               -8.1626e-04
gamma_hhincome_c                                 5.1556e-04
gamma_ev_charge_c                               -7.6487e-04
gamma_knowledge_ev_c                              -0.001694
gamma_evb_environment_agree_c                      0.001161
gamma_evb_function_disagree_c                      0.002672
gamma_hhveh_fuel_c                                -0.007106
gamma_veh_range_c                                  0.005118
gamma_suv_c                                        0.017297
delta_d                                            0.048804
gamma_EV_rangeanxiety_d                            0.010359
gamma_risktaker_d                                  0.005689
gamma_hhincome_d                                -5.8597e-04
gamma_ev_charge_d                                  0.002962
gamma_knowledge_ev_d                               0.002946
gamma_evb_environment_agree_d                     -0.006571
gamma_evb_function_disagree_d                      0.019167
gamma_hhveh_fuel_d                                -0.003154
gamma_veh_range_d                                 -0.001083
gamma_suv_d                                       -0.009008
gamma_knowledge_ev_e                            -1.7714e-04
delta_f                                           -0.014857
gamma_EV_rangeanxiety_f                           -0.001189
gamma_risktaker_f                                  0.007115
gamma_hhincome_f                                 7.2837e-04
gamma_ev_charge_f                                  0.002883
gamma_evb_environment_agree_f                     -0.006267
gamma_evb_function_disagree_f                     -0.004673
gamma_hhveh_fuel_f                                -0.009451
gamma_veh_range_f                                9.9588e-04
gamma_suv_f                                        0.007254
                                                b_mileage_d
b_no_choice_a                                     5.993e-05
b_mileage_a                                       2.044e-05
b_range_pw1_a                                    -1.813e-05
b_range_pw2_a                                     2.806e-05
b_range_pw3_a                                    -2.362e-05
b_loss_pw1_a                                      6.567e-06
b_loss_pw2_a                                      1.483e-06
b_loss_pw3_a                                      2.591e-06
b_packreplace_a                                   5.671e-06
b_cellreplace_a                                  -7.603e-06
b_price_a                                         1.997e-07
b_no_choice_b                                    -6.610e-05
b_mileage_b                                      -5.906e-06
b_range_pw1_b                                     6.793e-05
b_range_pw2_b                                     1.454e-05
b_range_pw3_b                                     6.091e-05
b_loss_pw1_b                                     -5.149e-06
b_loss_pw2_b                                     -6.101e-07
b_loss_pw3_b                                     -3.305e-06
b_packreplace_b                                  -1.721e-05
b_cellreplace_b                                  -5.224e-06
b_price_b                                        -2.793e-05
b_no_choice_c                                   -2.5362e-04
b_mileage_c                                     -2.3928e-04
b_range_pw1_c                                    4.4860e-04
b_range_pw2_c                                    -7.362e-05
b_range_pw3_c                                     -0.001379
b_loss_pw1_c                                      6.793e-06
b_loss_pw2_c                                      2.224e-06
b_loss_pw3_c                                     -2.633e-05
b_packreplace_c                                  -1.866e-05
b_cellreplace_c                                   5.871e-05
b_price_c                                         4.300e-05
b_no_choice_d                                      0.014350
b_mileage_d                                        0.001838
b_range_pw1_d                                    5.4991e-04
b_range_pw2_d                                     -0.001306
b_range_pw3_d                                     -0.001022
b_loss_pw1_d                                     1.3926e-04
b_loss_pw2_d                                     -3.324e-06
b_loss_pw3_d                                      3.524e-05
b_packreplace_d                                  3.7943e-04
b_cellreplace_d                                 -2.1743e-04
b_price_d                                          0.001987
b_no_choice_e                                     -0.001147
b_mileage_e                                      -9.585e-05
b_range_pw1_e                                   -3.9752e-04
b_range_pw2_e                                    1.4637e-04
b_range_pw3_e                                   -2.1695e-04
b_loss_pw1_e                                     -2.054e-05
b_loss_pw2_e                                     -6.528e-06
b_loss_pw3_e                                     -1.952e-05
b_packreplace_e                                  -2.763e-05
b_cellreplace_e                                  -1.888e-05
b_price_e                                        -5.665e-06
b_no_choice_f                                   -9.9575e-04
b_mileage_f                                     -1.8284e-04
b_range_pw1_f                                   -4.1190e-04
b_range_pw2_f                                    1.9040e-04
b_range_pw3_f                                     1.923e-05
b_loss_pw1_f                                     -2.362e-05
b_loss_pw2_f                                      1.024e-05
b_loss_pw3_f                                     -4.944e-06
b_packreplace_f                                 -1.6303e-04
b_cellreplace_f                                  -7.778e-05
b_price_f                                         8.703e-05
delta_a                                           4.441e-05
gamma_EV_rangeanxiety_a                          -3.252e-05
gamma_risktaker_a                                 5.161e-05
gamma_hhincome_a                                 -6.086e-07
gamma_ev_charge_a                                 9.243e-05
gamma_knowledge_ev_a                              4.769e-05
gamma_evb_environment_agree_a                    -1.621e-05
gamma_evb_function_disagree_a                    -3.347e-06
gamma_hhveh_fuel_a                                2.697e-05
gamma_veh_range_a                                 1.429e-05
gamma_suv_a                                      -1.681e-05
delta_b                                         -1.0020e-04
gamma_EV_rangeanxiety_b                          -1.959e-05
gamma_risktaker_b                                 4.150e-05
gamma_hhincome_b                                 -3.321e-07
gamma_ev_charge_b                                1.1005e-04
gamma_knowledge_ev_b                              8.681e-05
gamma_evb_environment_agree_b                    -1.585e-05
gamma_evb_function_disagree_b                     1.518e-05
gamma_hhveh_fuel_b                                6.628e-05
gamma_veh_range_b                                 2.492e-05
gamma_suv_b                                       9.222e-07
delta_c                                         -1.8046e-04
gamma_EV_rangeanxiety_c                          -5.880e-05
gamma_risktaker_c                               -1.4168e-04
gamma_hhincome_c                                 -1.884e-06
gamma_ev_charge_c                                1.5930e-04
gamma_knowledge_ev_c                              7.864e-05
gamma_evb_environment_agree_c                    1.3161e-04
gamma_evb_function_disagree_c                   -1.5200e-04
gamma_hhveh_fuel_c                               1.2750e-04
gamma_veh_range_c                                 2.584e-05
gamma_suv_c                                      5.7974e-04
delta_d                                          7.9899e-04
gamma_EV_rangeanxiety_d                           1.865e-05
gamma_risktaker_d                                5.3767e-04
gamma_hhincome_d                                 -2.325e-05
gamma_ev_charge_d                                1.0338e-04
gamma_knowledge_ev_d                             -3.838e-05
gamma_evb_environment_agree_d                   -2.2120e-04
gamma_evb_function_disagree_d                    1.8412e-04
gamma_hhveh_fuel_d                               -6.558e-05
gamma_veh_range_d                                -2.492e-05
gamma_suv_d                                     -7.8775e-04
gamma_knowledge_ev_e                              5.801e-05
delta_f                                          -7.524e-05
gamma_EV_rangeanxiety_f                          -6.683e-05
gamma_risktaker_f                                 6.668e-05
gamma_hhincome_f                                  8.280e-06
gamma_ev_charge_f                                 5.802e-05
gamma_evb_environment_agree_f                    -9.314e-05
gamma_evb_function_disagree_f                   -2.1686e-04
gamma_hhveh_fuel_f                               -2.926e-05
gamma_veh_range_f                                 1.062e-05
gamma_suv_f                                      1.7908e-04
                                              b_range_pw1_d
b_no_choice_a                                    3.2700e-04
b_mileage_a                                     -3.3703e-04
b_range_pw1_a                                      0.001478
b_range_pw2_a                                     -0.002160
b_range_pw3_a                                    3.2792e-04
b_loss_pw1_a                                     -9.790e-05
b_loss_pw2_a                                     -2.608e-05
b_loss_pw3_a                                      1.803e-06
b_packreplace_a                                  -7.969e-05
b_cellreplace_a                                  1.2631e-04
b_price_a                                        3.3753e-04
b_no_choice_b                                     -0.002365
b_mileage_b                                       6.217e-05
b_range_pw1_b                                     -0.003199
b_range_pw2_b                                    9.8974e-04
b_range_pw3_b                                   -2.1273e-04
b_loss_pw1_b                                      2.973e-05
b_loss_pw2_b                                      7.255e-06
b_loss_pw3_b                                      3.064e-05
b_packreplace_b                                  -8.782e-06
b_cellreplace_b                                  -7.577e-05
b_price_b                                         4.939e-05
b_no_choice_c                                      0.033093
b_mileage_c                                     -9.5072e-04
b_range_pw1_c                                      0.011023
b_range_pw2_c                                      0.001130
b_range_pw3_c                                     -0.014489
b_loss_pw1_c                                      9.591e-05
b_loss_pw2_c                                    -2.0676e-04
b_loss_pw3_c                                    -2.1694e-04
b_packreplace_c                                   -0.002583
b_cellreplace_c                                   -0.001169
b_price_c                                          0.008727
b_no_choice_d                                      0.065759
b_mileage_d                                      5.4991e-04
b_range_pw1_d                                      0.080056
b_range_pw2_d                                     -0.012472
b_range_pw3_d                                      0.011110
b_loss_pw1_d                                    -9.1142e-04
b_loss_pw2_d                                    -1.2721e-04
b_loss_pw3_d                                     2.1013e-04
b_packreplace_d                                    0.002837
b_cellreplace_d                                 -6.0089e-04
b_price_d                                         -0.009655
b_no_choice_e                                     -0.013082
b_mileage_e                                      -1.188e-05
b_range_pw1_e                                     -0.005667
b_range_pw2_e                                    8.1949e-04
b_range_pw3_e                                     -0.002525
b_loss_pw1_e                                    -2.0773e-04
b_loss_pw2_e                                     -5.560e-05
b_loss_pw3_e                                    -2.2345e-04
b_packreplace_e                                   8.142e-05
b_cellreplace_e                                 -2.7783e-04
b_price_e                                         -0.001446
b_no_choice_f                                     -0.017879
b_mileage_f                                     -1.9019e-04
b_range_pw1_f                                     -0.011055
b_range_pw2_f                                      0.003386
b_range_pw3_f                                     -0.002114
b_loss_pw1_f                                      7.705e-05
b_loss_pw2_f                                     -3.655e-05
b_loss_pw3_f                                     -1.017e-05
b_packreplace_f                                  -3.200e-05
b_cellreplace_f                                  6.5165e-04
b_price_f                                         -0.001589
delta_a                                           -0.003208
gamma_EV_rangeanxiety_a                          3.2438e-04
gamma_risktaker_a                                3.7866e-04
gamma_hhincome_a                                  7.571e-05
gamma_ev_charge_a                                4.6409e-04
gamma_knowledge_ev_a                             2.3268e-04
gamma_evb_environment_agree_a                   -4.1944e-04
gamma_evb_function_disagree_a                    4.9293e-04
gamma_hhveh_fuel_a                              -3.4459e-04
gamma_veh_range_a                                4.4260e-04
gamma_suv_a                                        0.001696
delta_b                                           -0.002058
gamma_EV_rangeanxiety_b                          -2.458e-05
gamma_risktaker_b                                4.4943e-04
gamma_hhincome_b                                  6.713e-05
gamma_ev_charge_b                                3.2024e-04
gamma_knowledge_ev_b                             2.7898e-04
gamma_evb_environment_agree_b                   -5.6321e-04
gamma_evb_function_disagree_b                    -2.786e-05
gamma_hhveh_fuel_b                              -8.0851e-04
gamma_veh_range_b                                2.2203e-04
gamma_suv_b                                        0.002166
delta_c                                           -0.010893
gamma_EV_rangeanxiety_c                         -9.4283e-04
gamma_risktaker_c                                9.1968e-04
gamma_hhincome_c                                 2.1711e-04
gamma_ev_charge_c                                3.4040e-04
gamma_knowledge_ev_c                             3.2442e-04
gamma_evb_environment_agree_c                    1.4343e-04
gamma_evb_function_disagree_c                    -3.970e-05
gamma_hhveh_fuel_c                                -0.002546
gamma_veh_range_c                                  0.001677
gamma_suv_c                                        0.009779
delta_d                                           -0.004722
gamma_EV_rangeanxiety_d                            0.002977
gamma_risktaker_d                                  0.001204
gamma_hhincome_d                                 2.4621e-04
gamma_ev_charge_d                                  0.002440
gamma_knowledge_ev_d                               0.002142
gamma_evb_environment_agree_d                     -0.001884
gamma_evb_function_disagree_d                      0.003619
gamma_hhveh_fuel_d                                -0.002254
gamma_veh_range_d                                8.6882e-04
gamma_suv_d                                       -0.002625
gamma_knowledge_ev_e                            -1.9131e-04
delta_f                                           4.823e-05
gamma_EV_rangeanxiety_f                          1.8447e-04
gamma_risktaker_f                               -4.3980e-04
gamma_hhincome_f                                 -4.371e-05
gamma_ev_charge_f                               -3.1912e-04
gamma_evb_environment_agree_f                    8.9966e-04
gamma_evb_function_disagree_f                     4.496e-05
gamma_hhveh_fuel_f                                 0.001527
gamma_veh_range_f                                2.3766e-04
gamma_suv_f                                      2.2821e-04
                                              b_range_pw2_d
b_no_choice_a                                    3.4516e-04
b_mileage_a                                      1.6954e-04
b_range_pw1_a                                   -2.9147e-04
b_range_pw2_a                                    -9.807e-05
b_range_pw3_a                                   -1.7888e-04
b_loss_pw1_a                                      4.287e-05
b_loss_pw2_a                                     -1.861e-05
b_loss_pw3_a                                     -2.784e-05
b_packreplace_a                                  -2.888e-05
b_cellreplace_a                                  -5.694e-05
b_price_a                                        2.0407e-04
b_no_choice_b                                   -4.3291e-04
b_mileage_b                                      -3.841e-05
b_range_pw1_b                                    2.2418e-04
b_range_pw2_b                                     -0.001344
b_range_pw3_b                                      0.001192
b_loss_pw1_b                                      9.187e-06
b_loss_pw2_b                                      2.555e-05
b_loss_pw3_b                                     -2.293e-06
b_packreplace_b                                  -8.034e-05
b_cellreplace_b                                  -8.242e-05
b_price_b                                        -3.992e-05
b_no_choice_c                                      0.003816
b_mileage_c                                      4.9065e-04
b_range_pw1_c                                     -0.002812
b_range_pw2_c                                     -0.007702
b_range_pw3_c                                      0.001072
b_loss_pw1_c                                     1.4405e-04
b_loss_pw2_c                                    -1.0508e-04
b_loss_pw3_c                                     1.0285e-04
b_packreplace_c                                 -1.6421e-04
b_cellreplace_c                                 -4.9235e-04
b_price_c                                          0.003520
b_no_choice_d                                     -0.012254
b_mileage_d                                       -0.001306
b_range_pw1_d                                     -0.012472
b_range_pw2_d                                      0.099478
b_range_pw3_d                                     -0.033711
b_loss_pw1_d                                      6.771e-05
b_loss_pw2_d                                     4.7266e-04
b_loss_pw3_d                                    -5.2943e-04
b_packreplace_d                                   -0.002329
b_cellreplace_d                                 -4.5461e-04
b_price_d                                         -0.010525
b_no_choice_e                                     -0.001876
b_mileage_e                                      -6.492e-05
b_range_pw1_e                                      0.001505
b_range_pw2_e                                     -0.004694
b_range_pw3_e                                      0.001787
b_loss_pw1_e                                      1.729e-05
b_loss_pw2_e                                      2.717e-05
b_loss_pw3_e                                      2.837e-05
b_packreplace_e                                  4.1879e-04
b_cellreplace_e                                  4.6662e-04
b_price_e                                         -0.001107
b_no_choice_f                                   -7.6042e-04
b_mileage_f                                      1.9626e-04
b_range_pw1_f                                      0.002905
b_range_pw2_f                                     -0.006512
b_range_pw3_f                                      0.001195
b_loss_pw1_f                                     -1.708e-05
b_loss_pw2_f                                     -2.777e-05
b_loss_pw3_f                                      2.410e-05
b_packreplace_f                                    0.001342
b_cellreplace_f                                  9.7411e-04
b_price_f                                       -6.3579e-04
delta_a                                          5.4158e-04
gamma_EV_rangeanxiety_a                           6.069e-05
gamma_risktaker_a                                5.0619e-04
gamma_hhincome_a                                 -1.879e-05
gamma_ev_charge_a                                -8.955e-05
gamma_knowledge_ev_a                            -5.5165e-04
gamma_evb_environment_agree_a                    2.2807e-04
gamma_evb_function_disagree_a                   -3.9156e-04
gamma_hhveh_fuel_a                              -5.6847e-04
gamma_veh_range_a                                -8.074e-05
gamma_suv_a                                     -1.9850e-04
delta_b                                          -1.663e-05
gamma_EV_rangeanxiety_b                           5.271e-05
gamma_risktaker_b                                6.7736e-04
gamma_hhincome_b                                 -8.470e-06
gamma_ev_charge_b                                -8.718e-05
gamma_knowledge_ev_b                            -5.8211e-04
gamma_evb_environment_agree_b                    4.6617e-04
gamma_evb_function_disagree_b                   -1.1839e-04
gamma_hhveh_fuel_b                              -4.7735e-04
gamma_veh_range_b                                 6.483e-05
gamma_suv_b                                     -3.2825e-04
delta_c                                         -5.3519e-04
gamma_EV_rangeanxiety_c                          1.4457e-04
gamma_risktaker_c                                  0.001674
gamma_hhincome_c                                 1.0663e-04
gamma_ev_charge_c                                1.4173e-04
gamma_knowledge_ev_c                            -9.8658e-04
gamma_evb_environment_agree_c                    2.5580e-04
gamma_evb_function_disagree_c                    4.8627e-04
gamma_hhveh_fuel_c                                -0.001576
gamma_veh_range_c                                 4.073e-08
gamma_suv_c                                       -0.003047
delta_d                                           -0.003406
gamma_EV_rangeanxiety_d                          2.6957e-04
gamma_risktaker_d                               -4.7374e-04
gamma_hhincome_d                                -2.8723e-04
gamma_ev_charge_d                               -3.0257e-04
gamma_knowledge_ev_d                              -0.001000
gamma_evb_environment_agree_d                    6.6511e-04
gamma_evb_function_disagree_d                     -0.001432
gamma_hhveh_fuel_d                                 0.002737
gamma_veh_range_d                                3.4694e-04
gamma_suv_d                                        0.002624
