session_id,respID,qID,profileID,altID,obsID,choice,time_start,time_min_total,time_min_vehicle_cbc,next_veh_budget,vehicle_type,powertrain,price,range_bev,range_phev,mileage,age,operating_cost,no_choice,range,operating_cost_text
e10cccd33006b66d64beca7e895bd3bf,12,3,2325,1,69,0,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,phev,40000,0,10,0.6,0.4,6,0,10 miles on a full charge,6 cents per mile<br> ( 69.9 MPG equivalent)
e10cccd33006b66d64beca7e895bd3bf,12,3,7440,2,69,1,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,gas,55000.00000000001,0,0,0.45,0.4,15,0,NA,15 cents per mile<br> ( 28.0 MPG equivalent)
e10cccd33006b66d64beca7e895bd3bf,12,3,4337,3,69,0,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,phev,40000,0,30.000000000000004,0.30000000000000004,0.6000000000000001,9,0,30 miles on a full charge,9 cents per mile<br> ( 80.2 MPG equivalent)
e10cccd33006b66d64beca7e895bd3bf,12,3,0,4,69,0,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
e10cccd33006b66d64beca7e895bd3bf,12,4,7385,1,70,1,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,gas,40000,0,0,0.25,0.2,15,0,NA,15 cents per mile<br> ( 28.0 MPG equivalent)
e10cccd33006b66d64beca7e895bd3bf,12,4,7661,2,70,0,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,gas,40000,0,0,0.55,0.6000000000000001,18,0,NA,18 cents per mile<br> ( 25.1 MPG equivalent)
e10cccd33006b66d64beca7e895bd3bf,12,4,3382,3,70,0,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,hev,45000,0,0,0.6,1,6,0,NA,6 cents per mile<br> ( 48.7 MPG equivalent)
e10cccd33006b66d64beca7e895bd3bf,12,4,0,4,70,0,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
e10cccd33006b66d64beca7e895bd3bf,12,5,4958,1,71,0,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,phev,45000,0,40,0.55,0.8,9,0,40 miles on a full charge,9 cents per mile<br> ( 80.2 MPG equivalent)
e10cccd33006b66d64beca7e895bd3bf,12,5,5563,2,71,0,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,phev,50000,0,10,0.35000000000000003,0.2,12,0,10 miles on a full charge,12 cents per mile<br> ( 89.0 MPG equivalent)
e10cccd33006b66d64beca7e895bd3bf,12,5,7323,3,71,0,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,phev,50000,0,10,0.55,1,12,0,10 miles on a full charge,12 cents per mile<br> ( 89.0 MPG equivalent)
e10cccd33006b66d64beca7e895bd3bf,12,5,0,4,71,1,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
e10cccd33006b66d64beca7e895bd3bf,12,6,989,1,72,0,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,bev,40000,250,0,0.2,0.8,3,0,250 miles on a full charge,3 cents per mile<br> (134.2 MPG equivalent)
e10cccd33006b66d64beca7e895bd3bf,12,6,1741,2,72,0,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,hev,40000,0,0,0.35000000000000003,0.2,6,0,NA,6 cents per mile<br> ( 48.7 MPG equivalent)
e10cccd33006b66d64beca7e895bd3bf,12,6,2024,3,72,0,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,hev,55000.00000000001,0,0,0.25,0.4,6,0,NA,6 cents per mile<br> ( 48.7 MPG equivalent)
e10cccd33006b66d64beca7e895bd3bf,12,6,0,4,72,1,2025-10-14T22:06:05Z,9.65,0.7666666666666667,50000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
39c257ffacc232ac0da2fcdd5713a0b7,13,1,3303,1,73,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,gas,33000,0,0,0.55,0.8,9,0,NA,9 cents per mile<br> ( 29.4 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,1,4709,2,73,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,gas,30000,0,0,0.35000000000000003,0.6000000000000001,12,0,NA,12 cents per mile<br> ( 27.8 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,1,2421,3,73,1,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,gas,30000,0,0,0.45,0.4,9,0,NA,9 cents per mile<br> ( 29.4 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,1,0,4,73,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
39c257ffacc232ac0da2fcdd5713a0b7,13,2,2333,1,74,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,gas,30000,0,0,0.35000000000000003,0.4,9,0,NA,9 cents per mile<br> ( 29.4 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,2,4390,2,74,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,phev,27000,0,30.000000000000004,0.4,0.4,12,0,30 miles on a full charge,12 cents per mile<br> ( 29.7 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,2,4265,3,74,1,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,gas,24000,0,0,0.30000000000000004,0.4,12,0,NA,12 cents per mile<br> ( 27.8 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,2,0,4,74,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
39c257ffacc232ac0da2fcdd5713a0b7,13,3,3255,1,75,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,gas,27000,0,0,0.5,0.8,9,0,NA,9 cents per mile<br> ( 29.4 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,3,3832,2,75,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,hev,33000,0,0,0.25,0.2,12,0,NA,12 cents per mile<br> ( 34.4 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,3,5908,3,75,1,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,hev,27000,0,0,0.5,0.2,15,0,NA,15 cents per mile<br> ( 30.0 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,3,0,4,75,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
39c257ffacc232ac0da2fcdd5713a0b7,13,4,7124,1,76,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,phev,33000,0,30.000000000000004,0.30000000000000004,0.4,18,0,30 miles on a full charge,18 cents per mile<br> ( 32.4 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,4,6123,2,76,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,gas,27000,0,0,0.5,0.4,15,0,NA,15 cents per mile<br> ( 25.7 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,4,7087,3,76,1,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,gas,33000,0,0,0.25,0.4,18,0,NA,18 cents per mile<br> ( 23.5 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,4,0,4,76,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
39c257ffacc232ac0da2fcdd5713a0b7,13,5,6457,1,77,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,gas,24000,0,0,0.30000000000000004,0.8,15,0,NA,15 cents per mile<br> ( 25.7 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,5,3827,2,77,1,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,gas,27000,0,0,0.25,0.2,12,0,NA,12 cents per mile<br> ( 27.8 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,5,2902,3,77,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,hev,24000,0,0,0.55,0.6000000000000001,9,0,NA,9 cents per mile<br> ( 37.9 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,5,0,4,77,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
39c257ffacc232ac0da2fcdd5713a0b7,13,6,7130,1,78,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,hev,24000,0,0,0.35000000000000003,0.4,18,0,NA,18 cents per mile<br> ( 26.5 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,6,3920,2,78,1,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,hev,33000,0,0,0.35000000000000003,0.2,12,0,NA,12 cents per mile<br> ( 34.4 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,6,2443,3,78,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,bev,30000,250,0,0.45,0.4,9,0,250 miles on a full charge,9 cents per mile<br> ( 97.2 MPG equivalent)
39c257ffacc232ac0da2fcdd5713a0b7,13,6,0,4,78,0,2025-10-20T20:32:14Z,8.983333333333333,0.75,30000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
7d13ee7c008380c54ba7966ef493f085,14,1,7230,1,79,1,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,bev,36000,250,0,0.45,1,12,0,250 miles on a full charge,12 cents per mile<br> ( 95.3 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,1,4696,2,79,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,phev,44000,0,40,0.25,0.8,9,0,40 miles on a full charge,9 cents per mile<br> ( 80.2 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,1,7508,3,79,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,gas,44000,0,0,0.4,0.8,15,0,NA,15 cents per mile<br> ( 28.0 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,1,0,4,79,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
7d13ee7c008380c54ba7966ef493f085,14,2,3438,1,80,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,bev,36000,150,0,0.2,0.2,9,0,150 miles on a full charge,9 cents per mile<br> (107.6 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,2,7463,2,80,1,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,gas,40000,0,0,0.30000000000000004,0.6000000000000001,15,0,NA,15 cents per mile<br> ( 28.0 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,2,7544,3,80,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,gas,44000,0,0,0.4,1,15,0,NA,15 cents per mile<br> ( 28.0 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,2,0,4,80,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
7d13ee7c008380c54ba7966ef493f085,14,3,7463,1,81,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,gas,40000,0,0,0.30000000000000004,0.6000000000000001,15,0,NA,15 cents per mile<br> ( 28.0 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,3,5315,2,81,1,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,gas,36000,0,0,0.55,1,9,0,NA,9 cents per mile<br> ( 33.1 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,3,3926,3,81,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,bev,36000,200,0,0.30000000000000004,0.4,9,0,200 miles on a full charge,9 cents per mile<br> (107.6 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,3,0,4,81,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
7d13ee7c008380c54ba7966ef493f085,14,4,4569,1,82,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,gas,40000,0,0,0.6,0.6000000000000001,9,0,NA,9 cents per mile<br> ( 33.1 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,4,1424,2,82,1,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,bev,44000,250,0,0.35000000000000003,1,3,0,250 miles on a full charge,3 cents per mile<br> (134.2 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,4,2081,3,82,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,bev,32000,250,0,0.30000000000000004,0.4,6,0,250 miles on a full charge,6 cents per mile<br> (122.0 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,4,0,4,82,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
7d13ee7c008380c54ba7966ef493f085,14,5,1647,1,83,1,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,phev,40000,0,10,0.2,0.2,6,0,10 miles on a full charge,6 cents per mile<br> ( 69.9 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,5,6195,2,83,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,gas,36000,0,0,0.2,0.6000000000000001,12,0,NA,12 cents per mile<br> ( 30.2 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,5,6788,3,83,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,bev,44000,200,0,0.4,0.8,12,0,200 miles on a full charge,12 cents per mile<br> ( 95.3 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,5,0,4,83,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
7d13ee7c008380c54ba7966ef493f085,14,6,6398,1,84,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,phev,36000,0,10,0.4,0.6000000000000001,12,0,10 miles on a full charge,12 cents per mile<br> ( 89.0 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,6,7541,2,84,1,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,gas,32000,0,0,0.4,1,15,0,NA,15 cents per mile<br> ( 28.0 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,6,7510,3,84,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,gas,36000,0,0,0.45,0.8,15,0,NA,15 cents per mile<br> ( 28.0 MPG equivalent)
7d13ee7c008380c54ba7966ef493f085,14,6,0,4,84,0,2025-10-20T20:34:00Z,19.916666666666668,7.983333333333333,40000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
de2150c34b182b055040b63e42523340,15,1,27,1,85,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,bev,40000,100,0,0.25,0.2,3,0,100 miles on a full charge,3 cents per mile<br> (110.0 MPG equivalent)
de2150c34b182b055040b63e42523340,15,1,7448,2,85,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,hev,44000,0,0,0.55,0.6000000000000001,18,0,NA,18 cents per mile<br> ( 26.5 MPG equivalent)
de2150c34b182b055040b63e42523340,15,1,4361,3,85,1,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,bev,32000,50,0,0.4,0.4,12,0,50 miles on a full charge,12 cents per mile<br> ( 89.5 MPG equivalent)
de2150c34b182b055040b63e42523340,15,1,0,4,85,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
de2150c34b182b055040b63e42523340,15,2,4540,1,86,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,bev,44000,50,0,0.6,0.4,12,0,50 miles on a full charge,12 cents per mile<br> ( 89.5 MPG equivalent)
de2150c34b182b055040b63e42523340,15,2,5146,2,86,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,hev,32000,0,0,0.4,0.8,12,0,NA,12 cents per mile<br> ( 34.4 MPG equivalent)
de2150c34b182b055040b63e42523340,15,2,3870,3,86,1,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,hev,32000,0,0,0.30000000000000004,0.2,12,0,NA,12 cents per mile<br> ( 34.4 MPG equivalent)
de2150c34b182b055040b63e42523340,15,2,0,4,86,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
de2150c34b182b055040b63e42523340,15,3,5069,1,87,1,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,bev,32000,100,0,0.30000000000000004,0.8,12,0,100 miles on a full charge,12 cents per mile<br> ( 89.5 MPG equivalent)
de2150c34b182b055040b63e42523340,15,3,60,2,87,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,bev,44000,250,0,0.30000000000000004,0.2,3,0,250 miles on a full charge,3 cents per mile<br> (110.0 MPG equivalent)
de2150c34b182b055040b63e42523340,15,3,4359,3,87,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,gas,44000,0,0,0.4,0.4,12,0,NA,12 cents per mile<br> ( 27.8 MPG equivalent)
de2150c34b182b055040b63e42523340,15,3,0,4,87,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
de2150c34b182b055040b63e42523340,15,4,2204,1,88,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,hev,44000,0,0,0.2,0.4,9,0,NA,9 cents per mile<br> ( 37.9 MPG equivalent)
de2150c34b182b055040b63e42523340,15,4,7280,2,88,1,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,hev,44000,0,0,0.2,0.6000000000000001,18,0,NA,18 cents per mile<br> ( 26.5 MPG equivalent)
de2150c34b182b055040b63e42523340,15,4,2495,3,88,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,phev,40000,0,20,0.5,0.4,9,0,20 miles on a full charge,9 cents per mile<br> ( 28.6 MPG equivalent)
de2150c34b182b055040b63e42523340,15,4,0,4,88,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
de2150c34b182b055040b63e42523340,15,5,3341,1,89,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,gas,32000,0,0,0.6,0.8,9,0,NA,9 cents per mile<br> ( 29.4 MPG equivalent)
de2150c34b182b055040b63e42523340,15,5,5493,2,89,1,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,phev,32000,0,40,0.30000000000000004,1,12,0,40 miles on a full charge,12 cents per mile<br> ( 29.7 MPG equivalent)
de2150c34b182b055040b63e42523340,15,5,4624,3,89,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,hev,44000,0,0,0.25,0.6000000000000001,12,0,NA,12 cents per mile<br> ( 34.4 MPG equivalent)
de2150c34b182b055040b63e42523340,15,5,0,4,89,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
de2150c34b182b055040b63e42523340,15,6,1157,1,90,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,bev,32000,250,0,0.35000000000000003,0.4,6,0,250 miles on a full charge,6 cents per mile<br> (104.8 MPG equivalent)
de2150c34b182b055040b63e42523340,15,6,1970,2,90,1,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,phev,36000,0,30.000000000000004,0.35000000000000003,0.2,9,0,30 miles on a full charge,9 cents per mile<br> ( 28.6 MPG equivalent)
de2150c34b182b055040b63e42523340,15,6,5191,3,90,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,gas,36000,0,0,0.45,0.8,12,0,NA,12 cents per mile<br> ( 27.8 MPG equivalent)
de2150c34b182b055040b63e42523340,15,6,0,4,90,0,2025-10-20T20:36:42Z,18,2.4833333333333334,40000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
5ac44f6ba2c1b7c8ce70782926daa310,16,1,7716,1,91,1,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,gas,16500,0,0,0.30000000000000004,1,18,0,NA,18 cents per mile<br> ( 25.1 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,1,2944,2,91,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,hev,16500,0,0,0.5,0.8,6,0,NA,6 cents per mile<br> ( 48.7 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,1,3416,3,91,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,phev,16500,0,30.000000000000004,0.6,1,6,0,30 miles on a full charge,6 cents per mile<br> ( 69.9 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,1,0,4,91,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
5ac44f6ba2c1b7c8ce70782926daa310,16,2,6328,1,92,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,hev,13500,0,0,0.35000000000000003,0.6000000000000001,12,0,NA,12 cents per mile<br> ( 40.0 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,2,891,2,92,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,phev,15000,0,20,0.5,0.6000000000000001,3,0,20 miles on a full charge,3 cents per mile<br> ( 62.5 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,2,6287,3,92,1,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,gas,16500,0,0,0.30000000000000004,0.6000000000000001,12,0,NA,12 cents per mile<br> ( 30.2 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,2,0,4,92,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
5ac44f6ba2c1b7c8ce70782926daa310,16,3,1604,1,93,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,bev,16500,250,0,0.6,1,3,0,250 miles on a full charge,3 cents per mile<br> (134.2 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,3,395,2,93,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,phev,15000,0,40,0.25,0.4,3,0,40 miles on a full charge,3 cents per mile<br> ( 62.5 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,3,7478,3,93,1,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,gas,13500,0,0,0.5,0.6000000000000001,15,0,NA,15 cents per mile<br> ( 28.0 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,3,0,4,93,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
5ac44f6ba2c1b7c8ce70782926daa310,16,4,4029,1,94,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,phev,12000,0,30.000000000000004,0.4,0.4,9,0,30 miles on a full charge,9 cents per mile<br> ( 80.2 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,4,590,2,94,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,bev,13500,200,0,0.55,0.4,3,0,200 miles on a full charge,3 cents per mile<br> (134.2 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,4,7153,3,94,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,phev,12000,0,30.000000000000004,0.35000000000000003,1,12,0,30 miles on a full charge,12 cents per mile<br> ( 89.0 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,4,0,4,94,1,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
5ac44f6ba2c1b7c8ce70782926daa310,16,5,6111,1,95,1,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,gas,16500,0,0,0.55,0.4,12,0,NA,12 cents per mile<br> ( 30.2 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,5,4912,2,95,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,phev,16500,0,30.000000000000004,0.5,0.8,9,0,30 miles on a full charge,9 cents per mile<br> ( 80.2 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,5,3191,3,95,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,bev,15000,100,0,0.35000000000000003,1,6,0,100 miles on a full charge,6 cents per mile<br> (122.0 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,5,0,4,95,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
5ac44f6ba2c1b7c8ce70782926daa310,16,6,3598,1,96,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,hev,12000,0,0,0.4,0.2,9,0,NA,9 cents per mile<br> ( 44.4 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,6,2658,2,96,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,phev,13500,0,40,0.55,0.6000000000000001,6,0,40 miles on a full charge,6 cents per mile<br> ( 69.9 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,6,7601,3,96,1,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,gas,12000,0,0,0.25,0.4,18,0,NA,18 cents per mile<br> ( 25.1 MPG equivalent)
5ac44f6ba2c1b7c8ce70782926daa310,16,6,0,4,96,0,2025-10-14T22:09:15Z,32.083333333333336,3.55,15000,car,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2c6b38f883fa0c24ee39874085df6a0c,17,1,6295,1,97,0,2025-10-14T22:04:25Z,13.5,1.5833333333333333,15000,suv,gas,16500,0,0,0.4,0.6000000000000001,15,0,NA,15 cents per mile<br> ( 25.7 MPG equivalent)
2c6b38f883fa0c24ee39874085df6a0c,17,1,6397,2,97,1,2025-10-14T22:04:25Z,13.5,1.5833333333333333,15000,suv,phev,12000,0,20,0.6,0.6000000000000001,15,0,20 miles on a full charge,15 cents per mile<br> ( 31.1 MPG equivalent)
2c6b38f883fa0c24ee39874085df6a0c,17,1,3966,3,97,0,2025-10-14T22:04:25Z,13.5,1.5833333333333333,15000,suv,bev,13500,50,0,0.4,0.2,12,0,50 miles on a full charge,12 cents per mile<br> ( 89.5 MPG equivalent)
2c6b38f883fa0c24ee39874085df6a0c,17,1,0,4,97,0,2025-10-14T22:04:25Z,13.5,1.5833333333333333,15000,suv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2c6b38f883fa0c24ee39874085df6a0c,17,2,7877,1,98,1,2025-10-14T22:04:25Z,13.5,1.5833333333333333,15000,suv,gas,15000,0,0,0.55,1,18,0,NA,18 cents per mile<br> ( 23.5 MPG equivalent)
2c6b38f883fa0c24ee39874085df6a0c,17,2,6774,2,98,0,2025-10-14T22:04:25Z,13.5,1.5833333333333333,15000,suv,hev,15000,0,0,0.5,1,15,0,NA,15 cents per mile<br> ( 30.0 MPG equivalent)
